n_clusters,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
12,k-means++,11,100,0.0001,False,42,True,lloyd,0.0859177112579345,0.5429,44603.0598,0.6484,0.7753,0.3681,1.235,0.6763,0.6787,1.0,0.5136,0.6787,0.5479,skl_kmeans,2d-4c_y.zip-12_k
12,k-means++,11,300,0.0001,False,42,True,lloyd,0.0848278999328613,0.5429,44603.0598,0.6484,0.7753,0.3681,1.235,0.6763,0.6787,1.0,0.5136,0.6787,0.5479,skl_kmeans,2d-4c_y.zip-12_k
12,k-means++,11,500,0.0001,False,42,True,lloyd,0.0838229656219482,0.5429,44603.0598,0.6484,0.7753,0.3681,1.235,0.6763,0.6787,1.0,0.5136,0.6787,0.5479,skl_kmeans,2d-4c_y.zip-12_k
