n_clusters,max_iter,init,n_init,verbose,random_state,n_jobs,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
10,100,Cao,11,False,42,4,0.1564493179321289,0.1065,2.7821,0.5672,0.3138,0.0105,0.0211,0.0144,0.0312,0.0165,0.2966,0.0312,0.5489,,,kmodes,triangle2_y.zip
10,100,Cao,11,False,42,4,0.1196796894073486,0.1065,2.7821,0.5672,0.3138,0.0105,0.0211,0.0144,0.0312,0.0165,0.2966,0.0312,0.5489,1000.0,20.0,kmodes,triangle2_y.zip
10,100,Cao,11,False,42,4,0.1180031299591064,0.1065,2.7821,0.5672,0.3138,0.0105,0.0211,0.0144,0.0312,0.0165,0.2966,0.0312,0.5489,100.0,20.0,kmodes,triangle2_y.zip
10,100,Cao,11,False,42,4,0.1519432067871093,0.1065,2.7821,0.5672,0.3138,0.0105,0.0211,0.0144,0.0312,0.0165,0.2966,0.0312,0.5489,inf,20.0,kmodes,triangle2_y.zip
10,300,Cao,11,False,42,4,0.1621031761169433,0.1065,2.7821,0.5672,0.3138,0.0105,0.0211,0.0144,0.0312,0.0165,0.2966,0.0312,0.5489,,,kmodes,triangle2_y.zip
10,300,Cao,11,False,42,4,0.1174745559692382,0.1065,2.7821,0.5672,0.3138,0.0105,0.0211,0.0144,0.0312,0.0165,0.2966,0.0312,0.5489,1000.0,20.0,kmodes,triangle2_y.zip
10,300,Cao,11,False,42,4,0.1185593605041503,0.1065,2.7821,0.5672,0.3138,0.0105,0.0211,0.0144,0.0312,0.0165,0.2966,0.0312,0.5489,100.0,20.0,kmodes,triangle2_y.zip
10,300,Cao,11,False,42,4,0.1180787086486816,0.1065,2.7821,0.5672,0.3138,0.0105,0.0211,0.0144,0.0312,0.0165,0.2966,0.0312,0.5489,inf,20.0,kmodes,triangle2_y.zip
10,500,Cao,11,False,42,4,0.1591320037841797,0.1065,2.7821,0.5672,0.3138,0.0105,0.0211,0.0144,0.0312,0.0165,0.2966,0.0312,0.5489,,,kmodes,triangle2_y.zip
10,500,Cao,11,False,42,4,0.1186268329620361,0.1065,2.7821,0.5672,0.3138,0.0105,0.0211,0.0144,0.0312,0.0165,0.2966,0.0312,0.5489,1000.0,20.0,kmodes,triangle2_y.zip
10,500,Cao,11,False,42,4,0.1172170639038086,0.1065,2.7821,0.5672,0.3138,0.0105,0.0211,0.0144,0.0312,0.0165,0.2966,0.0312,0.5489,100.0,20.0,kmodes,triangle2_y.zip
10,500,Cao,11,False,42,4,0.1172225475311279,0.1065,2.7821,0.5672,0.3138,0.0105,0.0211,0.0144,0.0312,0.0165,0.2966,0.0312,0.5489,inf,20.0,kmodes,triangle2_y.zip
12,100,Cao,11,False,42,4,0.1839878559112548,0.1088,2.9047,0.554,0.317,0.013,0.0259,0.0176,0.0379,0.0202,0.2979,0.0379,0.5493,,,kmodes,triangle2_y.zip
