n_clusters,metric,linkage,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
12,euclidean,complete,1000.0,20,0.0142748355865478,0.1365,79.8121,1.5271,0.4911,0.0327,0.0275,0.0194,0.0244,0.045,0.0168,0.0244,0.4608,skl_agglomerativeClust,german_creditONEHOT_y.zip
12,euclidean,complete,100.0,20,0.0142505168914794,0.1365,79.8121,1.5271,0.4911,0.0327,0.0275,0.0194,0.0244,0.045,0.0168,0.0244,0.4608,skl_agglomerativeClust,german_creditONEHOT_y.zip
12,euclidean,complete,inf,20,0.0142481327056884,0.1365,79.8121,1.5271,0.4911,0.0327,0.0275,0.0194,0.0244,0.045,0.0168,0.0244,0.4608,skl_agglomerativeClust,german_creditONEHOT_y.zip
12,euclidean,single,1000.0,20,0.0095059871673583,0.1577,21.3549,0.7664,0.5405,0.0105,0.0087,0.0036,0.0154,0.0143,0.0166,0.0154,0.6514,skl_agglomerativeClust,german_creditONEHOT_y.zip
12,euclidean,single,100.0,20,0.0100176334381103,0.1577,21.3549,0.7664,0.5405,0.0105,0.0087,0.0036,0.0154,0.0143,0.0166,0.0154,0.6514,skl_agglomerativeClust,german_creditONEHOT_y.zip
12,euclidean,single,inf,20,0.0095059871673583,0.1577,21.3549,0.7664,0.5405,0.0105,0.0087,0.0036,0.0154,0.0143,0.0166,0.0154,0.6514,skl_agglomerativeClust,german_creditONEHOT_y.zip
12,euclidean,ward,1000.0,20,0.0153651237487792,0.1732,128.6881,1.4929,0.4413,0.0086,0.0288,0.0156,0.0193,0.0471,0.0121,0.0193,0.2516,skl_agglomerativeClust,german_creditONEHOT_y.zip
12,euclidean,ward,100.0,20,0.0153553485870361,0.1732,128.6881,1.4929,0.4413,0.0086,0.0288,0.0156,0.0193,0.0471,0.0121,0.0193,0.2516,skl_agglomerativeClust,german_creditONEHOT_y.zip
12,euclidean,ward,inf,20,0.0153608322143554,0.1732,128.6881,1.4929,0.4413,0.0086,0.0288,0.0156,0.0193,0.0471,0.0121,0.0193,0.2516,skl_agglomerativeClust,german_creditONEHOT_y.zip
2,correlation,average,1000.0,20,0.0153844356536865,0.1446,123.5279,2.7145,0.5036,0.0029,0.0003,-0.0002,0.0005,0.0006,0.0005,0.0005,0.5467,skl_agglomerativeClust,german_creditONEHOT_y.zip
