n_clusters,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
2,k-means++,11,100,0.0001,False,42,True,lloyd,0.072871446609497,0.2735,137.5453,1.6229,0.7108,0.421,0.5268,0.505,0.5068,0.38,0.7603,0.5068,0.6507,,,skl_kmeans,tetra_y.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,0.0782291889190673,0.2735,137.5453,1.6229,0.7108,0.421,0.5268,0.505,0.5068,0.38,0.7603,0.5068,0.6507,1000.0,20.0,skl_kmeans,tetra_y.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,0.0726690292358398,0.2735,137.5453,1.6229,0.7108,0.421,0.5268,0.505,0.5068,0.38,0.7603,0.5068,0.6507,100.0,20.0,skl_kmeans,tetra_y.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,0.0725102424621582,0.2735,137.5453,1.6229,0.7108,0.421,0.5268,0.505,0.5068,0.38,0.7603,0.5068,0.6507,inf,20.0,skl_kmeans,tetra_y.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,0.0836052894592285,0.2735,137.5453,1.6229,0.7108,0.421,0.5268,0.505,0.5068,0.38,0.7603,0.5068,0.6507,,,skl_kmeans,tetra_y.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,0.0848016738891601,0.2735,137.5453,1.6229,0.7108,0.421,0.5268,0.505,0.5068,0.38,0.7603,0.5068,0.6507,1000.0,20.0,skl_kmeans,tetra_y.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,0.0645515918731689,0.2735,137.5453,1.6229,0.7108,0.421,0.5268,0.505,0.5068,0.38,0.7603,0.5068,0.6507,100.0,20.0,skl_kmeans,tetra_y.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,0.0906188488006591,0.2735,137.5453,1.6229,0.7108,0.421,0.5268,0.505,0.5068,0.38,0.7603,0.5068,0.6507,inf,20.0,skl_kmeans,tetra_y.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,0.0756576061248779,0.2735,137.5453,1.6229,0.7108,0.421,0.5268,0.505,0.5068,0.38,0.7603,0.5068,0.6507,,,skl_kmeans,tetra_y.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,0.0804142951965332,0.2735,137.5453,1.6229,0.7108,0.421,0.5268,0.505,0.5068,0.38,0.7603,0.5068,0.6507,1000.0,20.0,skl_kmeans,tetra_y.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,0.0827188491821289,0.2735,137.5453,1.6229,0.7108,0.421,0.5268,0.505,0.5068,0.38,0.7603,0.5068,0.6507,100.0,20.0,skl_kmeans,tetra_y.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,0.0803754329681396,0.2735,137.5453,1.6229,0.7108,0.421,0.5268,0.505,0.5068,0.38,0.7603,0.5068,0.6507,inf,20.0,skl_kmeans,tetra_y.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,0.0782291889190673,0.2735,137.5453,1.6229,0.7108,0.421,0.5268,0.505,0.5068,0.38,0.7603,0.5068,0.6507,1000.0,20.0,skl_kmeans,tetra_y.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,0.0726690292358398,0.2735,137.5453,1.6229,0.7108,0.421,0.5268,0.505,0.5068,0.38,0.7603,0.5068,0.6507,100.0,20.0,skl_kmeans,tetra_y.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,0.0725102424621582,0.2735,137.5453,1.6229,0.7108,0.421,0.5268,0.505,0.5068,0.38,0.7603,0.5068,0.6507,inf,20.0,skl_kmeans,tetra_y.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,0.0848016738891601,0.2735,137.5453,1.6229,0.7108,0.421,0.5268,0.505,0.5068,0.38,0.7603,0.5068,0.6507,1000.0,20.0,skl_kmeans,tetra_y.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,0.0645515918731689,0.2735,137.5453,1.6229,0.7108,0.421,0.5268,0.505,0.5068,0.38,0.7603,0.5068,0.6507,100.0,20.0,skl_kmeans,tetra_y.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,0.0906188488006591,0.2735,137.5453,1.6229,0.7108,0.421,0.5268,0.505,0.5068,0.38,0.7603,0.5068,0.6507,inf,20.0,skl_kmeans,tetra_y.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,0.0804142951965332,0.2735,137.5453,1.6229,0.7108,0.421,0.5268,0.505,0.5068,0.38,0.7603,0.5068,0.6507,1000.0,20.0,skl_kmeans,tetra_y.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,0.0827188491821289,0.2735,137.5453,1.6229,0.7108,0.421,0.5268,0.505,0.5068,0.38,0.7603,0.5068,0.6507,100.0,20.0,skl_kmeans,tetra_y.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,0.0803754329681396,0.2735,137.5453,1.6229,0.7108,0.421,0.5268,0.505,0.5068,0.38,0.7603,0.5068,0.6507,inf,20.0,skl_kmeans,tetra_y.zip-2_k
