number_clusters,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,0.0085909366607666,0.6189,484.7337,0.7895,0.9368,0.8574,0.9915,0.7645,0.7726,0.925,0.6634,0.7726,0.9056,pyc_agglomerativeClust,zelnik6_y.zip
12,0.0084638595581054,0.5726,444.7113,0.721,0.9361,0.8558,0.9915,0.7533,0.7636,0.925,0.6501,0.7636,0.9046,pyc_agglomerativeClust,zelnik6_y.zip
2,0.0083863735198974,0.4871,52.0215,0.6529,0.4066,0.0473,0.0775,0.1155,0.1219,0.0723,0.388,0.1219,0.587,pyc_agglomerativeClust,zelnik6_y.zip
3,0.0083315372467041,0.4253,48.1224,0.6526,0.4535,0.0919,0.1428,0.1891,0.1996,0.1332,0.398,0.1996,0.5901,pyc_agglomerativeClust,zelnik6_y.zip
4,0.0081980228424072,0.6757,270.6185,0.3717,0.846,0.6763,0.6694,0.6455,0.6502,0.6245,0.6781,0.6502,0.8031,pyc_agglomerativeClust,zelnik6_y.zip
6,0.0094890594482421,0.4798,186.33,0.8572,0.8813,0.7432,0.7718,0.6786,0.6853,0.72,0.6538,0.6853,0.8366,pyc_agglomerativeClust,zelnik6_y.zip
8,0.0081636905670166,0.5674,259.0303,0.8593,0.9156,0.813,0.9126,0.7455,0.7525,0.8513,0.6743,0.7525,0.8773,pyc_agglomerativeClust,zelnik6_y.zip
