n_clusters,max_iter,init,n_init,verbose,random_state,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,100,Cao,11,False,42,4,1000.0,20,7.773241519927978,-0.1026,216.7528,9.6098,0.4721,0.0308,0.0199,0.0193,0.0194,0.0361,0.0133,0.0194,0.4783,kmodes,adultONEHOT_y.zip
10,100,Cao,11,False,42,4,100.0,20,8.061336040496826,-0.1026,216.7528,9.6098,0.4721,0.0308,0.0199,0.0193,0.0194,0.0361,0.0133,0.0194,0.4783,kmodes,adultONEHOT_y.zip
10,100,Cao,11,False,42,4,inf,20,8.052652359008789,-0.1026,216.7528,9.6098,0.4721,0.0308,0.0199,0.0193,0.0194,0.0361,0.0133,0.0194,0.4783,kmodes,adultONEHOT_y.zip
10,300,Cao,11,False,42,4,1000.0,20,8.061968564987183,-0.1026,216.7528,9.6098,0.4721,0.0308,0.0199,0.0193,0.0194,0.0361,0.0133,0.0194,0.4783,kmodes,adultONEHOT_y.zip
10,300,Cao,11,False,42,4,100.0,20,7.800228595733643,-0.1026,216.7528,9.6098,0.4721,0.0308,0.0199,0.0193,0.0194,0.0361,0.0133,0.0194,0.4783,kmodes,adultONEHOT_y.zip
10,300,Cao,11,False,42,4,inf,20,7.750656604766846,-0.1026,216.7528,9.6098,0.4721,0.0308,0.0199,0.0193,0.0194,0.0361,0.0133,0.0194,0.4783,kmodes,adultONEHOT_y.zip
10,500,Cao,11,False,42,4,1000.0,20,7.790350198745727,-0.1026,216.7528,9.6098,0.4721,0.0308,0.0199,0.0193,0.0194,0.0361,0.0133,0.0194,0.4783,kmodes,adultONEHOT_y.zip
10,500,Cao,11,False,42,4,100.0,20,8.104097604751587,-0.1026,216.7528,9.6098,0.4721,0.0308,0.0199,0.0193,0.0194,0.0361,0.0133,0.0194,0.4783,kmodes,adultONEHOT_y.zip
10,500,Cao,11,False,42,4,inf,20,8.078117370605469,-0.1026,216.7528,9.6098,0.4721,0.0308,0.0199,0.0193,0.0194,0.0361,0.0133,0.0194,0.4783,kmodes,adultONEHOT_y.zip
12,100,Cao,11,False,42,4,1000.0,20,9.392410278320312,-0.1011,193.5988,9.6717,0.4707,0.0321,0.022,0.0208,0.021,0.0399,0.0142,0.021,0.4738,kmodes,adultONEHOT_y.zip
