min_nr_instances,min_y,min_rd,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
2,1,10,1.515669584274292,-0.3621,7.2747,7.3246,0.6892,0.0629,0.8217,0.3662,0.4065,0.5927,0.3093,0.4065,0.2543,CLTree,tetra_y.zip
2,1,15,1.5337607860565186,-0.3621,7.2747,7.3246,0.6892,0.0629,0.8217,0.3662,0.4065,0.5927,0.3093,0.4065,0.2543,CLTree,tetra_y.zip
2,1,20,1.5894911289215088,-0.3621,7.2747,7.3246,0.6892,0.0629,0.8217,0.3662,0.4065,0.5927,0.3093,0.4065,0.2543,CLTree,tetra_y.zip
2,1,25,1.5277788639068604,-0.3621,7.2747,7.3246,0.6892,0.0629,0.8217,0.3662,0.4065,0.5927,0.3093,0.4065,0.2543,CLTree,tetra_y.zip
2,1,30,1.5346248149871826,-0.3621,7.2747,7.3246,0.6892,0.0629,0.8217,0.3662,0.4065,0.5927,0.3093,0.4065,0.2543,CLTree,tetra_y.zip
2,1,5,1.536996841430664,-0.3621,7.2747,7.3246,0.6892,0.0629,0.8217,0.3662,0.4065,0.5927,0.3093,0.4065,0.2543,CLTree,tetra_y.zip
2,2,10,1.522164821624756,-0.3687,8.5431,4.2397,0.5669,0.045,0.5113,0.3236,0.3466,0.3688,0.3269,0.3466,0.3502,CLTree,tetra_y.zip
2,2,15,1.548832654953003,-0.3687,8.5431,4.2397,0.5669,0.045,0.5113,0.3236,0.3466,0.3688,0.3269,0.3466,0.3502,CLTree,tetra_y.zip
2,2,20,1.5494871139526367,-0.3687,8.5431,4.2397,0.5669,0.045,0.5113,0.3236,0.3466,0.3688,0.3269,0.3466,0.3502,CLTree,tetra_y.zip
2,2,25,1.541198968887329,-0.3687,8.5431,4.2397,0.5669,0.045,0.5113,0.3236,0.3466,0.3688,0.3269,0.3466,0.3502,CLTree,tetra_y.zip
2,2,30,1.577894687652588,-0.3687,8.5431,4.2397,0.5669,0.045,0.5113,0.3236,0.3466,0.3688,0.3269,0.3466,0.3502,CLTree,tetra_y.zip
2,2,5,1.523815631866455,-0.3687,8.5431,4.2397,0.5669,0.045,0.5113,0.3236,0.3466,0.3688,0.3269,0.3466,0.3502,CLTree,tetra_y.zip
2,3,10,1.5263917446136477,-0.3574,9.6242,3.8532,0.4618,0.0264,0.3188,0.2585,0.2741,0.23,0.3391,0.2741,0.4062,CLTree,tetra_y.zip
2,3,15,1.5246398448944092,-0.3574,9.6242,3.8532,0.4618,0.0264,0.3188,0.2585,0.2741,0.23,0.3391,0.2741,0.4062,CLTree,tetra_y.zip
2,3,20,1.535578966140747,-0.3574,9.6242,3.8532,0.4618,0.0264,0.3188,0.2585,0.2741,0.23,0.3391,0.2741,0.4062,CLTree,tetra_y.zip
2,3,25,1.5210111141204834,-0.3574,9.6242,3.8532,0.4618,0.0264,0.3188,0.2585,0.2741,0.23,0.3391,0.2741,0.4062,CLTree,tetra_y.zip
2,3,30,1.5167245864868164,-0.3574,9.6242,3.8532,0.4618,0.0264,0.3188,0.2585,0.2741,0.23,0.3391,0.2741,0.4062,CLTree,tetra_y.zip
2,3,5,1.5271151065826416,-0.3574,9.6242,3.8532,0.4618,0.0264,0.3188,0.2585,0.2741,0.23,0.3391,0.2741,0.4062,CLTree,tetra_y.zip
2,4,10,1.5930790901184082,-0.0989,12.1042,2.1154,0.3479,0.0161,0.1367,0.1471,0.1548,0.0986,0.3599,0.1548,0.4637,CLTree,tetra_y.zip
2,4,15,1.5242094993591309,-0.0989,12.1042,2.1154,0.3479,0.0161,0.1367,0.1471,0.1548,0.0986,0.3599,0.1548,0.4637,CLTree,tetra_y.zip
2,4,20,1.528958082199097,-0.0989,12.1042,2.1154,0.3479,0.0161,0.1367,0.1471,0.1548,0.0986,0.3599,0.1548,0.4637,CLTree,tetra_y.zip
2,4,25,1.525507926940918,-0.0989,12.1042,2.1154,0.3479,0.0161,0.1367,0.1471,0.1548,0.0986,0.3599,0.1548,0.4637,CLTree,tetra_y.zip
2,4,30,1.5215787887573242,-0.0989,12.1042,2.1154,0.3479,0.0161,0.1367,0.1471,0.1548,0.0986,0.3599,0.1548,0.4637,CLTree,tetra_y.zip
2,4,5,1.5454461574554443,-0.0989,12.1042,2.1154,0.3479,0.0161,0.1367,0.1471,0.1548,0.0986,0.3599,0.1548,0.4637,CLTree,tetra_y.zip
2,5,10,1.514324426651001,0.0,0.0,0.0,0.2481,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4981,CLTree,tetra_y.zip
2,5,15,1.5156047344207764,0.0,0.0,0.0,0.2481,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4981,CLTree,tetra_y.zip
2,5,20,1.5723092555999756,0.0,0.0,0.0,0.2481,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4981,CLTree,tetra_y.zip
2,5,25,1.540907621383667,0.0,0.0,0.0,0.2481,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4981,CLTree,tetra_y.zip
2,5,30,1.5334479808807373,0.0,0.0,0.0,0.2481,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4981,CLTree,tetra_y.zip
2,5,5,1.5221998691558838,0.0,0.0,0.0,0.2481,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4981,CLTree,tetra_y.zip
