max_depth,max_nbr_clusters,min_samples_leaf,min_samples_split,max_nbr_values,max_nbr_values_cat,bic_eps,random_state,metric_con,metric_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,10,30,50,1000.0,100.0,0.0,42,cos,jaccard,1.9843709468841555,0.3898,938.8075,0.6696,0.9319,0.7818,1.6099,0.8831,0.8852,0.9499,0.8286,0.8852,0.8296,CenterParTree2,aggregation_y.zip
10,10,30,50,1000.0,100.0,0.1,42,cos,jaccard,1.9314770698547363,0.4096,1107.8672,0.8435,0.8778,0.5683,1.5209,0.7799,0.784,0.8974,0.6961,0.784,0.664,CenterParTree2,aggregation_y.zip
10,10,30,50,1000.0,100.0,0.2,42,cos,jaccard,1.9184775352478027,0.4096,1107.8672,0.8435,0.8778,0.5683,1.5209,0.7799,0.784,0.8974,0.6961,0.784,0.664,CenterParTree2,aggregation_y.zip
10,10,30,50,1000.0,20.0,0.0,42,cos,jaccard,1.979923963546753,0.3898,938.8075,0.6696,0.9319,0.7818,1.6099,0.8831,0.8852,0.9499,0.8286,0.8852,0.8296,CenterParTree2,aggregation_y.zip
10,10,30,50,1000.0,20.0,0.1,42,cos,jaccard,1.956376075744629,0.4096,1107.8672,0.8435,0.8778,0.5683,1.5209,0.7799,0.784,0.8974,0.6961,0.784,0.664,CenterParTree2,aggregation_y.zip
10,10,30,50,1000.0,20.0,0.2,42,cos,jaccard,1.8826775550842283,0.4096,1107.8672,0.8435,0.8778,0.5683,1.5209,0.7799,0.784,0.8974,0.6961,0.784,0.664,CenterParTree2,aggregation_y.zip
10,10,30,50,1000.0,inf,0.0,42,cos,jaccard,0.2868490219116211,0.0,0.0,0.0,0.2165,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4653,CenterParTree2,aggregation_y.zip
10,10,30,50,1000.0,inf,0.1,42,cos,jaccard,2.420621156692505,-0.4908,3.5156,5.3399,0.2864,-0.0032,0.0628,0.0275,0.0603,0.037,0.1619,0.0603,0.4321,CenterParTree2,aggregation_y.zip
10,10,30,50,1000.0,inf,0.2,42,cos,jaccard,2.5154778957366943,-0.4908,3.5156,5.3399,0.2864,-0.0032,0.0628,0.0275,0.0603,0.037,0.1619,0.0603,0.4321,CenterParTree2,aggregation_y.zip
10,10,30,50,100.0,100.0,0.0,42,cos,jaccard,0.0604176521301269,0.0,0.0,0.0,0.2165,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4653,CenterParTree2,aggregation_y.zip
10,10,30,50,100.0,100.0,0.1,42,cos,jaccard,0.1577551364898681,-0.228,1.9331,1.4286,0.2206,-0.0003,0.0041,-0.0011,0.0048,0.0024,0.1506,0.0048,0.4633,CenterParTree2,aggregation_y.zip
10,10,30,50,100.0,100.0,0.2,42,cos,jaccard,0.1548256874084472,-0.228,1.9331,1.4286,0.2206,-0.0003,0.0041,-0.0011,0.0048,0.0024,0.1506,0.0048,0.4633,CenterParTree2,aggregation_y.zip
10,10,30,50,100.0,20.0,0.0,42,cos,jaccard,0.6195647716522217,0.3905,939.8212,0.6627,0.9318,0.7815,1.6099,0.8828,0.8849,0.9499,0.8283,0.8849,0.8294,CenterParTree2,aggregation_y.zip
10,10,30,50,100.0,20.0,0.1,42,cos,jaccard,0.481576919555664,0.41,1108.7833,0.8444,0.8777,0.5679,1.5205,0.7796,0.7837,0.8972,0.6957,0.7837,0.6637,CenterParTree2,aggregation_y.zip
10,10,30,50,100.0,20.0,0.2,42,cos,jaccard,0.4889764785766601,0.41,1108.7833,0.8444,0.8777,0.5679,1.5205,0.7796,0.7837,0.8972,0.6957,0.7837,0.6637,CenterParTree2,aggregation_y.zip
