n_clusters,max_iter,init,n_init,verbose,random_state,n_jobs,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
10,100,Cao,11,False,42,4,0.1166670322418212,-0.1184,1.4407,0.8375,0.4229,0.0044,0.0127,0.0012,0.0241,0.0133,0.1331,0.0241,0.639,,,kmodes,2d-3c-no123_y.zip
10,100,Cao,11,False,42,4,0.0856983661651611,-0.1184,1.4407,0.8375,0.4229,0.0044,0.0127,0.0012,0.0241,0.0133,0.1331,0.0241,0.639,1000.0,20.0,kmodes,2d-3c-no123_y.zip
10,100,Cao,11,False,42,4,0.0861067771911621,-0.1184,1.4407,0.8375,0.4229,0.0044,0.0127,0.0012,0.0241,0.0133,0.1331,0.0241,0.639,100.0,20.0,kmodes,2d-3c-no123_y.zip
10,100,Cao,11,False,42,4,0.0861368179321289,-0.1184,1.4407,0.8375,0.4229,0.0044,0.0127,0.0012,0.0241,0.0133,0.1331,0.0241,0.639,inf,20.0,kmodes,2d-3c-no123_y.zip
10,300,Cao,11,False,42,4,0.1221342086791992,-0.1184,1.4407,0.8375,0.4229,0.0044,0.0127,0.0012,0.0241,0.0133,0.1331,0.0241,0.639,,,kmodes,2d-3c-no123_y.zip
10,300,Cao,11,False,42,4,0.0862267017364502,-0.1184,1.4407,0.8375,0.4229,0.0044,0.0127,0.0012,0.0241,0.0133,0.1331,0.0241,0.639,1000.0,20.0,kmodes,2d-3c-no123_y.zip
10,300,Cao,11,False,42,4,0.0868692398071289,-0.1184,1.4407,0.8375,0.4229,0.0044,0.0127,0.0012,0.0241,0.0133,0.1331,0.0241,0.639,100.0,20.0,kmodes,2d-3c-no123_y.zip
10,300,Cao,11,False,42,4,0.0864269733428955,-0.1184,1.4407,0.8375,0.4229,0.0044,0.0127,0.0012,0.0241,0.0133,0.1331,0.0241,0.639,inf,20.0,kmodes,2d-3c-no123_y.zip
10,500,Cao,11,False,42,4,0.1211199760437011,-0.1184,1.4407,0.8375,0.4229,0.0044,0.0127,0.0012,0.0241,0.0133,0.1331,0.0241,0.639,,,kmodes,2d-3c-no123_y.zip
10,500,Cao,11,False,42,4,0.08538818359375,-0.1184,1.4407,0.8375,0.4229,0.0044,0.0127,0.0012,0.0241,0.0133,0.1331,0.0241,0.639,1000.0,20.0,kmodes,2d-3c-no123_y.zip
