threshold,branching_factor,n_clusters,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
0.5,50,10,0.0292949676513671,0.4029,1077.3504,0.7939,0.7456,0.4267,0.9126,0.6203,0.6233,0.9551,0.4626,0.6233,0.6234,,,skl_birch,2d-3c-no123_y.zip
0.5,50,10,0.0110101699829101,0.4029,1077.3504,0.7939,0.7456,0.4267,0.9126,0.6203,0.6233,0.9551,0.4626,0.6233,0.6234,1000.0,20.0,skl_birch,2d-3c-no123_y.zip
0.5,50,10,0.0108325481414794,0.4029,1077.3504,0.7939,0.7456,0.4267,0.9126,0.6203,0.6233,0.9551,0.4626,0.6233,0.6234,100.0,20.0,skl_birch,2d-3c-no123_y.zip
0.5,50,10,0.0108821392059326,0.4029,1077.3504,0.7939,0.7456,0.4267,0.9126,0.6203,0.6233,0.9551,0.4626,0.6233,0.6234,inf,20.0,skl_birch,2d-3c-no123_y.zip
0.5,50,12,0.0106794834136962,0.4029,1077.3504,0.7939,0.7456,0.4267,0.9126,0.6203,0.6233,0.9551,0.4626,0.6233,0.6234,,,skl_birch,2d-3c-no123_y.zip
0.5,50,12,0.0114412307739257,0.4029,1077.3504,0.7939,0.7456,0.4267,0.9126,0.6203,0.6233,0.9551,0.4626,0.6233,0.6234,1000.0,20.0,skl_birch,2d-3c-no123_y.zip
0.5,50,12,0.0109288692474365,0.4029,1077.3504,0.7939,0.7456,0.4267,0.9126,0.6203,0.6233,0.9551,0.4626,0.6233,0.6234,100.0,20.0,skl_birch,2d-3c-no123_y.zip
0.5,50,12,0.0107672214508056,0.4029,1077.3504,0.7939,0.7456,0.4267,0.9126,0.6203,0.6233,0.9551,0.4626,0.6233,0.6234,inf,20.0,skl_birch,2d-3c-no123_y.zip
0.5,50,2,0.0109155178070068,0.5634,1198.1448,0.6507,0.8798,0.7623,0.6486,0.8037,0.8041,0.6788,0.986,0.8041,0.8803,,,skl_birch,2d-3c-no123_y.zip
0.5,50,2,0.0109560489654541,0.5634,1198.1448,0.6507,0.8798,0.7623,0.6486,0.8037,0.8041,0.6788,0.986,0.8041,0.8803,1000.0,20.0,skl_birch,2d-3c-no123_y.zip
0.5,50,2,0.0109307765960693,0.5634,1198.1448,0.6507,0.8798,0.7623,0.6486,0.8037,0.8041,0.6788,0.986,0.8041,0.8803,100.0,20.0,skl_birch,2d-3c-no123_y.zip
0.5,50,2,0.0109989643096923,0.5634,1198.1448,0.6507,0.8798,0.7623,0.6486,0.8037,0.8041,0.6788,0.986,0.8041,0.8803,inf,20.0,skl_birch,2d-3c-no123_y.zip
0.5,50,3,0.0112359523773193,0.5075,997.2583,0.7763,0.973,0.9441,0.8895,0.9158,0.9161,0.9309,0.9017,0.9161,0.9671,,,skl_birch,2d-3c-no123_y.zip
0.5,50,4,0.0109415054321289,0.4679,763.219,0.664,0.9691,0.9358,0.8969,0.8878,0.8883,0.9387,0.843,0.8883,0.9621,,,skl_birch,2d-3c-no123_y.zip
0.5,50,4,0.0110108852386474,0.4679,763.219,0.664,0.9691,0.9358,0.8969,0.8878,0.8883,0.9387,0.843,0.8883,0.9621,1000.0,20.0,skl_birch,2d-3c-no123_y.zip
0.5,50,4,0.0108153820037841,0.4679,763.219,0.664,0.9691,0.9358,0.8969,0.8878,0.8883,0.9387,0.843,0.8883,0.9621,100.0,20.0,skl_birch,2d-3c-no123_y.zip
0.5,50,4,0.0111305713653564,0.4679,763.219,0.664,0.9691,0.9358,0.8969,0.8878,0.8883,0.9387,0.843,0.8883,0.9621,inf,20.0,skl_birch,2d-3c-no123_y.zip
0.5,50,6,0.0108802318572998,0.4106,1019.3966,0.7937,0.7906,0.5366,0.8969,0.6928,0.6945,0.9387,0.5511,0.6945,0.7049,,,skl_birch,2d-3c-no123_y.zip
0.5,50,6,0.0109949111938476,0.4106,1019.3966,0.7937,0.7906,0.5366,0.8969,0.6928,0.6945,0.9387,0.5511,0.6945,0.7049,1000.0,20.0,skl_birch,2d-3c-no123_y.zip
0.5,50,6,0.010732889175415,0.4106,1019.3966,0.7937,0.7906,0.5366,0.8969,0.6928,0.6945,0.9387,0.5511,0.6945,0.7049,100.0,20.0,skl_birch,2d-3c-no123_y.zip
0.5,50,6,0.0110080242156982,0.4106,1019.3966,0.7937,0.7906,0.5366,0.8969,0.6928,0.6945,0.9387,0.5511,0.6945,0.7049,inf,20.0,skl_birch,2d-3c-no123_y.zip
0.5,50,8,0.0111334323883056,0.415,1090.4085,0.8166,0.7466,0.43,0.8969,0.6248,0.6274,0.9387,0.4712,0.6274,0.6254,,,skl_birch,2d-3c-no123_y.zip
0.5,50,8,0.0109586715698242,0.415,1090.4085,0.8166,0.7466,0.43,0.8969,0.6248,0.6274,0.9387,0.4712,0.6274,0.6254,1000.0,20.0,skl_birch,2d-3c-no123_y.zip
0.5,50,8,0.0113286972045898,0.415,1090.4085,0.8166,0.7466,0.43,0.8969,0.6248,0.6274,0.9387,0.4712,0.6274,0.6254,100.0,20.0,skl_birch,2d-3c-no123_y.zip
0.5,50,8,0.0109510421752929,0.415,1090.4085,0.8166,0.7466,0.43,0.8969,0.6248,0.6274,0.9387,0.4712,0.6274,0.6254,inf,20.0,skl_birch,2d-3c-no123_y.zip
0.5,50,10,0.0110101699829101,0.4029,1077.3504,0.7939,0.7456,0.4267,0.9126,0.6203,0.6233,0.9551,0.4626,0.6233,0.6234,1000.0,20.0,skl_birch,2d-3c-no123_y.zip
0.5,50,10,0.0108325481414794,0.4029,1077.3504,0.7939,0.7456,0.4267,0.9126,0.6203,0.6233,0.9551,0.4626,0.6233,0.6234,100.0,20.0,skl_birch,2d-3c-no123_y.zip
0.5,50,10,0.0108821392059326,0.4029,1077.3504,0.7939,0.7456,0.4267,0.9126,0.6203,0.6233,0.9551,0.4626,0.6233,0.6234,inf,20.0,skl_birch,2d-3c-no123_y.zip
0.5,50,12,0.0114412307739257,0.4029,1077.3504,0.7939,0.7456,0.4267,0.9126,0.6203,0.6233,0.9551,0.4626,0.6233,0.6234,1000.0,20.0,skl_birch,2d-3c-no123_y.zip
0.5,50,12,0.0109288692474365,0.4029,1077.3504,0.7939,0.7456,0.4267,0.9126,0.6203,0.6233,0.9551,0.4626,0.6233,0.6234,100.0,20.0,skl_birch,2d-3c-no123_y.zip
0.5,50,12,0.0107672214508056,0.4029,1077.3504,0.7939,0.7456,0.4267,0.9126,0.6203,0.6233,0.9551,0.4626,0.6233,0.6234,inf,20.0,skl_birch,2d-3c-no123_y.zip
0.5,50,2,0.0109560489654541,0.5634,1198.1448,0.6507,0.8798,0.7623,0.6486,0.8037,0.8041,0.6788,0.986,0.8041,0.8803,1000.0,20.0,skl_birch,2d-3c-no123_y.zip
0.5,50,2,0.0109307765960693,0.5634,1198.1448,0.6507,0.8798,0.7623,0.6486,0.8037,0.8041,0.6788,0.986,0.8041,0.8803,100.0,20.0,skl_birch,2d-3c-no123_y.zip
0.5,50,2,0.0109989643096923,0.5634,1198.1448,0.6507,0.8798,0.7623,0.6486,0.8037,0.8041,0.6788,0.986,0.8041,0.8803,inf,20.0,skl_birch,2d-3c-no123_y.zip
0.5,50,4,0.0110108852386474,0.4679,763.219,0.664,0.9691,0.9358,0.8969,0.8878,0.8883,0.9387,0.843,0.8883,0.9621,1000.0,20.0,skl_birch,2d-3c-no123_y.zip
0.5,50,4,0.0108153820037841,0.4679,763.219,0.664,0.9691,0.9358,0.8969,0.8878,0.8883,0.9387,0.843,0.8883,0.9621,100.0,20.0,skl_birch,2d-3c-no123_y.zip
