threshold,branching_factor,n_clusters,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
0.5,50,10,1000.0,100,1.6822395324707031,0.5156,12620.8449,0.6927,0.5399,0.0863,0.2367,0.1657,0.1661,0.3439,0.1095,0.1661,0.3399,skl_birch,compas-scores-two-years_y.zip
0.5,50,10,1000.0,20,1.5927391052246094,0.5156,12620.8449,0.6927,0.5399,0.0863,0.2367,0.1657,0.1661,0.3439,0.1095,0.1661,0.3399,skl_birch,compas-scores-two-years_y.zip
0.5,50,10,100.0,100,1.5703496932983398,0.5139,12612.5504,0.7564,0.5419,0.0904,0.2532,0.1761,0.1764,0.3679,0.116,0.1764,0.3417,skl_birch,compas-scores-two-years_y.zip
0.5,50,10,100.0,20,1.5857806205749512,0.5156,12620.8449,0.6927,0.5399,0.0863,0.2367,0.1657,0.1661,0.3439,0.1095,0.1661,0.3399,skl_birch,compas-scores-two-years_y.zip
0.5,50,10,20.0,20,1.8323585987091064,0.5303,12732.3009,0.6342,0.5411,0.0884,0.2311,0.1677,0.1681,0.3357,0.1121,0.1681,0.3556,skl_birch,compas-scores-two-years_y.zip
0.5,50,10,inf,100,1.5926628112792969,0.5156,12620.8449,0.6927,0.5399,0.0863,0.2367,0.1657,0.1661,0.3439,0.1095,0.1661,0.3399,skl_birch,compas-scores-two-years_y.zip
0.5,50,10,inf,20,1.5908915996551514,0.5156,12620.8449,0.6927,0.5399,0.0863,0.2367,0.1657,0.1661,0.3439,0.1095,0.1661,0.3399,skl_birch,compas-scores-two-years_y.zip
0.5,50,12,1000.0,100,1.6459319591522217,0.5254,12985.9697,0.7033,0.5354,0.0775,0.2367,0.1603,0.1607,0.3439,0.1049,0.1607,0.3275,skl_birch,compas-scores-two-years_y.zip
0.5,50,12,1000.0,20,1.5793685913085938,0.5254,12985.9697,0.7033,0.5354,0.0775,0.2367,0.1603,0.1607,0.3439,0.1049,0.1607,0.3275,skl_birch,compas-scores-two-years_y.zip
0.5,50,12,100.0,100,1.5827572345733645,0.5227,12906.664,0.7111,0.5382,0.0831,0.2533,0.1706,0.171,0.368,0.1114,0.171,0.3314,skl_birch,compas-scores-two-years_y.zip
0.5,50,12,100.0,20,1.5756709575653076,0.5254,12985.9697,0.7033,0.5354,0.0775,0.2367,0.1603,0.1607,0.3439,0.1049,0.1607,0.3275,skl_birch,compas-scores-two-years_y.zip
0.5,50,12,20.0,20,1.8294124603271484,0.5131,13154.5195,0.6816,0.5422,0.091,0.2725,0.1826,0.183,0.3959,0.119,0.183,0.338,skl_birch,compas-scores-two-years_y.zip
0.5,50,12,inf,100,1.5959184169769287,0.5254,12985.9697,0.7033,0.5354,0.0775,0.2367,0.1603,0.1607,0.3439,0.1049,0.1607,0.3275,skl_birch,compas-scores-two-years_y.zip
0.5,50,12,inf,20,1.577986240386963,0.5254,12985.9697,0.7033,0.5354,0.0775,0.2367,0.1603,0.1607,0.3439,0.1049,0.1607,0.3275,skl_birch,compas-scores-two-years_y.zip
0.5,50,2,1000.0,100,1.6501402854919434,0.5437,12276.483,0.7039,0.5036,0.0069,0.0027,0.0038,0.0039,0.0039,0.0039,0.0039,0.51,skl_birch,compas-scores-two-years_y.zip
0.5,50,2,1000.0,20,1.5868449211120603,0.5437,12276.483,0.7039,0.5036,0.0069,0.0027,0.0038,0.0039,0.0039,0.0039,0.0039,0.51,skl_birch,compas-scores-two-years_y.zip
0.5,50,2,100.0,100,1.5847501754760742,0.5374,11846.1457,0.708,0.5067,0.013,0.005,0.0072,0.0073,0.0073,0.0074,0.0073,0.5172,skl_birch,compas-scores-two-years_y.zip
0.5,50,2,100.0,20,1.605337381362915,0.5437,12276.483,0.7039,0.5036,0.0069,0.0027,0.0038,0.0039,0.0039,0.0039,0.0039,0.51,skl_birch,compas-scores-two-years_y.zip
0.5,50,2,20.0,20,1.8322548866271973,0.5435,12259.2098,0.7038,0.5034,0.0066,0.0025,0.0035,0.0036,0.0036,0.0036,0.0036,0.5101,skl_birch,compas-scores-two-years_y.zip
0.5,50,2,inf,100,1.5898871421813965,0.5437,12276.483,0.7039,0.5036,0.0069,0.0027,0.0038,0.0039,0.0039,0.0039,0.0039,0.51,skl_birch,compas-scores-two-years_y.zip
