n_clusters,max_iter,init,n_init,verbose,random_state,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,100,Cao,11,False,42,4,1000.0,100,1.2732951641082764,-0.1571,1.686,6.1444,0.496,-0.0416,0.0196,0.0166,0.0293,0.0297,0.0289,0.0293,0.6178,kmodes,wdbc_y.zip
10,100,Cao,11,False,42,4,1000.0,20,1.261017084121704,-0.1571,1.686,6.1444,0.496,-0.0416,0.0196,0.0166,0.0293,0.0297,0.0289,0.0293,0.6178,kmodes,wdbc_y.zip
10,100,Cao,11,False,42,4,100.0,100,1.9569730758666992,-0.0971,2.1806,13.2997,0.4759,0.0012,0.0138,0.004,0.0095,0.0209,0.0061,0.0095,0.243,kmodes,wdbc_y.zip
10,100,Cao,11,False,42,4,100.0,20,1.2802271842956543,-0.1571,1.686,6.1444,0.496,-0.0416,0.0196,0.0166,0.0293,0.0297,0.0289,0.0293,0.6178,kmodes,wdbc_y.zip
10,100,Cao,11,False,42,4,20.0,20,2.202540874481201,-0.0566,24.7523,4.3779,0.5215,0.0881,0.2816,0.189,0.1934,0.4265,0.1251,0.1934,0.337,kmodes,wdbc_y.zip
10,100,Cao,11,False,42,4,inf,100,1.2750475406646729,-0.1571,1.686,6.1444,0.496,-0.0416,0.0196,0.0166,0.0293,0.0297,0.0289,0.0293,0.6178,kmodes,wdbc_y.zip
10,100,Cao,11,False,42,4,inf,20,1.2583379745483398,-0.1571,1.686,6.1444,0.496,-0.0416,0.0196,0.0166,0.0293,0.0297,0.0289,0.0293,0.6178,kmodes,wdbc_y.zip
10,300,Cao,11,False,42,4,1000.0,100,1.272471904754639,-0.1571,1.686,6.1444,0.496,-0.0416,0.0196,0.0166,0.0293,0.0297,0.0289,0.0293,0.6178,kmodes,wdbc_y.zip
10,300,Cao,11,False,42,4,1000.0,20,1.2595059871673584,-0.1571,1.686,6.1444,0.496,-0.0416,0.0196,0.0166,0.0293,0.0297,0.0289,0.0293,0.6178,kmodes,wdbc_y.zip
10,300,Cao,11,False,42,4,100.0,100,1.9656956195831297,-0.0971,2.1806,13.2997,0.4759,0.0012,0.0138,0.004,0.0095,0.0209,0.0061,0.0095,0.243,kmodes,wdbc_y.zip
10,300,Cao,11,False,42,4,100.0,20,1.2584104537963867,-0.1571,1.686,6.1444,0.496,-0.0416,0.0196,0.0166,0.0293,0.0297,0.0289,0.0293,0.6178,kmodes,wdbc_y.zip
10,300,Cao,11,False,42,4,20.0,20,2.0842294692993164,-0.0566,24.7523,4.3779,0.5215,0.0881,0.2816,0.189,0.1934,0.4265,0.1251,0.1934,0.337,kmodes,wdbc_y.zip
