n_clusters,max_leaves,base_tree,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,10,IMM,1000.0,100,0.0147914886474609,0.3765,1180.5944,0.8349,0.6895,0.2862,0.8892,0.5549,0.5585,0.9306,0.399,0.5585,0.504,ExKMC,2d-3c-no123_y.zip
10,10,IMM,1000.0,20,0.048530101776123,0.3765,1180.5944,0.8349,0.6895,0.2862,0.8892,0.5549,0.5585,0.9306,0.399,0.5585,0.504,ExKMC,2d-3c-no123_y.zip
10,10,IMM,100.0,100,0.0695269107818603,0.3715,1161.9888,0.8382,0.6831,0.2707,0.8694,0.5395,0.5432,0.9099,0.3871,0.5432,0.489,ExKMC,2d-3c-no123_y.zip
10,10,IMM,100.0,20,0.034736156463623,0.3765,1180.5944,0.8349,0.6895,0.2862,0.8892,0.5549,0.5585,0.9306,0.399,0.5585,0.504,ExKMC,2d-3c-no123_y.zip
10,10,IMM,inf,100,0.098970890045166,0.3765,1180.5944,0.8349,0.6895,0.2862,0.8892,0.5549,0.5585,0.9306,0.399,0.5585,0.504,ExKMC,2d-3c-no123_y.zip
10,10,IMM,inf,20,0.1329424381256103,0.3765,1180.5944,0.8349,0.6895,0.2862,0.8892,0.5549,0.5585,0.9306,0.399,0.5585,0.504,ExKMC,2d-3c-no123_y.zip
10,10,NONE,1000.0,100,0.218761920928955,0.3836,1103.8367,0.7996,0.7234,0.3725,0.9076,0.6056,0.6087,0.9499,0.4478,0.6087,0.5792,ExKMC,2d-3c-no123_y.zip
10,10,NONE,1000.0,20,0.1872971057891845,0.3836,1103.8367,0.7996,0.7234,0.3725,0.9076,0.6056,0.6087,0.9499,0.4478,0.6087,0.5792,ExKMC,2d-3c-no123_y.zip
10,10,NONE,100.0,100,0.0827972888946533,0.4078,1180.4409,0.7994,0.718,0.3587,0.9071,0.5992,0.6022,0.9493,0.441,0.6022,0.568,ExKMC,2d-3c-no123_y.zip
10,10,NONE,100.0,20,0.0417990684509277,0.3836,1103.8367,0.7996,0.7234,0.3725,0.9076,0.6056,0.6087,0.9499,0.4478,0.6087,0.5792,ExKMC,2d-3c-no123_y.zip
