n_clusters,metric,linkage,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,correlation,average,1000.0,100,1.7817835807800293,0.1271,619.9929,0.9943,0.5091,0.0187,0.0125,0.0148,0.0158,0.0181,0.014,0.0158,0.4999,skl_agglomerativeClust,compas-scores-two-years_y.zip
10,correlation,average,1000.0,20,1.781614065170288,0.1271,619.9929,0.9943,0.5091,0.0187,0.0125,0.0148,0.0158,0.0181,0.014,0.0158,0.4999,skl_agglomerativeClust,compas-scores-two-years_y.zip
10,correlation,average,100.0,100,1.7638752460479736,0.1239,880.4946,1.154,0.5227,0.0488,0.0389,0.0388,0.0396,0.0565,0.0305,0.0396,0.4275,skl_agglomerativeClust,compas-scores-two-years_y.zip
10,correlation,average,100.0,20,1.7900259494781494,0.1271,619.9929,0.9943,0.5091,0.0187,0.0125,0.0148,0.0158,0.0181,0.014,0.0158,0.4999,skl_agglomerativeClust,compas-scores-two-years_y.zip
10,correlation,average,20.0,20,1.8116800785064695,0.1284,662.1864,1.0559,0.5087,0.0184,0.0141,0.0165,0.0174,0.0204,0.0152,0.0174,0.4865,skl_agglomerativeClust,compas-scores-two-years_y.zip
10,correlation,average,inf,100,1.7970004081726074,0.1271,619.9929,0.9943,0.5091,0.0187,0.0125,0.0148,0.0158,0.0181,0.014,0.0158,0.4999,skl_agglomerativeClust,compas-scores-two-years_y.zip
10,correlation,average,inf,20,1.7845160961151123,0.1271,619.9929,0.9943,0.5091,0.0187,0.0125,0.0148,0.0158,0.0181,0.014,0.0158,0.4999,skl_agglomerativeClust,compas-scores-two-years_y.zip
10,correlation,complete,1000.0,100,1.7606115341186523,0.1307,1094.8557,1.3777,0.517,0.0386,0.0518,0.0468,0.0474,0.0753,0.0346,0.0474,0.3822,skl_agglomerativeClust,compas-scores-two-years_y.zip
10,correlation,complete,1000.0,20,1.752924919128418,0.1307,1094.8557,1.3777,0.517,0.0386,0.0518,0.0468,0.0474,0.0753,0.0346,0.0474,0.3822,skl_agglomerativeClust,compas-scores-two-years_y.zip
10,correlation,complete,100.0,100,1.761929988861084,0.1238,1135.8111,1.3271,0.5161,0.037,0.0512,0.0456,0.0462,0.0744,0.0335,0.0462,0.3737,skl_agglomerativeClust,compas-scores-two-years_y.zip
10,correlation,complete,100.0,20,1.7515597343444824,0.1307,1094.8557,1.3777,0.517,0.0386,0.0518,0.0468,0.0474,0.0753,0.0346,0.0474,0.3822,skl_agglomerativeClust,compas-scores-two-years_y.zip
10,correlation,complete,20.0,20,1.7728996276855469,0.0541,918.2332,2.1633,0.534,0.0723,0.0866,0.0778,0.0784,0.1259,0.0569,0.0784,0.4116,skl_agglomerativeClust,compas-scores-two-years_y.zip
10,correlation,complete,inf,100,1.7543325424194336,0.1307,1094.8557,1.3777,0.517,0.0386,0.0518,0.0468,0.0474,0.0753,0.0346,0.0474,0.3822,skl_agglomerativeClust,compas-scores-two-years_y.zip
10,correlation,complete,inf,20,1.7497365474700928,0.1307,1094.8557,1.3777,0.517,0.0386,0.0518,0.0468,0.0474,0.0753,0.0346,0.0474,0.3822,skl_agglomerativeClust,compas-scores-two-years_y.zip
10,correlation,single,1000.0,100,0.771306037902832,0.0475,2.0114,0.6508,0.505,0.0004,0.001,0.0003,0.0028,0.0014,0.0785,0.0028,0.7098,skl_agglomerativeClust,compas-scores-two-years_y.zip
10,correlation,single,1000.0,20,0.7734448909759521,0.0475,2.0114,0.6508,0.505,0.0004,0.001,0.0003,0.0028,0.0014,0.0785,0.0028,0.7098,skl_agglomerativeClust,compas-scores-two-years_y.zip
10,correlation,single,100.0,100,0.7829787731170654,0.0475,2.0114,0.6508,0.505,0.0004,0.001,0.0003,0.0028,0.0014,0.0785,0.0028,0.7098,skl_agglomerativeClust,compas-scores-two-years_y.zip
10,correlation,single,100.0,20,0.7718043327331543,0.0475,2.0114,0.6508,0.505,0.0004,0.001,0.0003,0.0028,0.0014,0.0785,0.0028,0.7098,skl_agglomerativeClust,compas-scores-two-years_y.zip
10,correlation,single,20.0,20,0.7967019081115723,0.048,3.8966,0.7208,0.5052,0.001,0.0015,0.0019,0.0043,0.0022,0.0705,0.0043,0.7091,skl_agglomerativeClust,compas-scores-two-years_y.zip
10,correlation,single,inf,100,0.7747125625610352,0.0475,2.0114,0.6508,0.505,0.0004,0.001,0.0003,0.0028,0.0014,0.0785,0.0028,0.7098,skl_agglomerativeClust,compas-scores-two-years_y.zip
10,correlation,single,inf,20,0.7796971797943115,0.0475,2.0114,0.6508,0.505,0.0004,0.001,0.0003,0.0028,0.0014,0.0785,0.0028,0.7098,skl_agglomerativeClust,compas-scores-two-years_y.zip
10,cosine,average,1000.0,100,1.7790305614471436,0.131,914.8299,1.1421,0.5259,0.0553,0.0447,0.0446,0.0453,0.0649,0.0348,0.0453,0.4298,skl_agglomerativeClust,compas-scores-two-years_y.zip
10,cosine,average,1000.0,20,1.7718632221221924,0.131,914.8299,1.1421,0.5259,0.0553,0.0447,0.0446,0.0453,0.0649,0.0348,0.0453,0.4298,skl_agglomerativeClust,compas-scores-two-years_y.zip
10,cosine,average,100.0,100,1.7601056098937988,0.1251,879.8033,1.1515,0.5196,0.0426,0.0342,0.0342,0.035,0.0498,0.027,0.035,0.4264,skl_agglomerativeClust,compas-scores-two-years_y.zip
