n_clusters,max_leaves,base_tree,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,10,IMM,1000.0,100,0.0066635608673095,0.424,1266.9405,0.8198,0.884,0.5934,1.5461,0.7878,0.7918,0.9123,0.6994,0.7918,0.6844,ExKMC,aggregation_y.zip
10,10,IMM,1000.0,20,0.0064959526062011,0.424,1266.9405,0.8198,0.884,0.5934,1.5461,0.7878,0.7918,0.9123,0.6994,0.7918,0.6844,ExKMC,aggregation_y.zip
10,10,IMM,100.0,100,0.0067722797393798,0.4125,1246.2249,0.8495,0.8726,0.544,1.5405,0.7782,0.7822,0.909,0.6865,0.7822,0.6454,ExKMC,aggregation_y.zip
10,10,IMM,100.0,20,0.0064048767089843,0.424,1266.9405,0.8198,0.884,0.5934,1.5461,0.7878,0.7918,0.9123,0.6994,0.7918,0.6844,ExKMC,aggregation_y.zip
10,10,IMM,inf,100,0.0064239501953125,0.424,1266.9405,0.8198,0.884,0.5934,1.5461,0.7878,0.7918,0.9123,0.6994,0.7918,0.6844,ExKMC,aggregation_y.zip
10,10,IMM,inf,20,0.0064055919647216,0.424,1266.9405,0.8198,0.884,0.5934,1.5461,0.7878,0.7918,0.9123,0.6994,0.7918,0.6844,ExKMC,aggregation_y.zip
10,10,NONE,1000.0,100,0.0109741687774658,0.385,1041.7501,0.8475,0.8984,0.6554,1.5029,0.7785,0.7827,0.8868,0.7004,0.7827,0.7316,ExKMC,aggregation_y.zip
10,10,NONE,1000.0,20,0.0109298229217529,0.385,1041.7501,0.8475,0.8984,0.6554,1.5029,0.7785,0.7827,0.8868,0.7004,0.7827,0.7316,ExKMC,aggregation_y.zip
10,10,NONE,100.0,100,0.0115854740142822,0.3704,1051.2469,0.8815,0.8514,0.4722,1.4372,0.7291,0.7341,0.848,0.6471,0.7341,0.5794,ExKMC,aggregation_y.zip
10,10,NONE,100.0,20,0.011209487915039,0.385,1041.7501,0.8475,0.8984,0.6554,1.5029,0.7785,0.7827,0.8868,0.7004,0.7827,0.7316,ExKMC,aggregation_y.zip
10,10,NONE,inf,100,0.01100754737854,0.385,1041.7501,0.8475,0.8984,0.6554,1.5029,0.7785,0.7827,0.8868,0.7004,0.7827,0.7316,ExKMC,aggregation_y.zip
10,10,NONE,inf,20,0.0773336887359619,0.385,1041.7501,0.8475,0.8984,0.6554,1.5029,0.7785,0.7827,0.8868,0.7004,0.7827,0.7316,ExKMC,aggregation_y.zip
