amount_initial_centers,kmax,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
10,10,0.0096614360809326,0.4597,2159.3402,0.7818,0.8254,0.4703,1.2556,0.7048,0.7074,0.9516,0.563,0.7074,0.613,,,pyc_xmeans,2d-4c-no9_y.zip
10,10,0.0081942081451416,0.4544,2243.3929,0.7613,0.8207,0.4524,1.2638,0.7065,0.7091,0.9579,0.5628,0.7091,0.599,1000.0,20.0,pyc_xmeans,2d-4c-no9_y.zip
10,10,0.008721113204956,0.4488,2261.1642,0.7922,0.8193,0.4487,1.2527,0.6992,0.7019,0.9495,0.5567,0.7019,0.5952,100.0,20.0,pyc_xmeans,2d-4c-no9_y.zip
10,10,0.0107266902923583,0.4506,2266.3416,0.7824,0.8207,0.4535,1.2548,0.7011,0.7037,0.951,0.5585,0.7037,0.5992,inf,20.0,pyc_xmeans,2d-4c-no9_y.zip
10,14,0.0138545036315917,0.4434,1860.3291,0.815,0.8274,0.4744,1.2763,0.6943,0.6979,0.9674,0.5458,0.6979,0.6184,,,pyc_xmeans,2d-4c-no9_y.zip
10,14,0.0220322608947753,0.4168,1916.2928,0.8682,0.8088,0.4023,1.2852,0.6739,0.6779,0.9741,0.5198,0.6779,0.5618,1000.0,20.0,pyc_xmeans,2d-4c-no9_y.zip
10,14,0.0147755146026611,0.4411,2072.0608,0.7958,0.799,0.3647,1.281,0.661,0.6651,0.9709,0.5058,0.6651,0.5301,100.0,20.0,pyc_xmeans,2d-4c-no9_y.zip
10,14,0.0102436542510986,0.4538,2236.0806,0.778,0.8044,0.39,1.2616,0.6724,0.6758,0.9563,0.5225,0.6758,0.5486,inf,20.0,pyc_xmeans,2d-4c-no9_y.zip
10,18,0.0163774490356445,0.4449,1808.7126,0.7846,0.8272,0.4727,1.2847,0.6931,0.697,0.9737,0.5428,0.697,0.6177,,,pyc_xmeans,2d-4c-no9_y.zip
10,18,0.0212607383728027,0.4092,1867.6267,0.8539,0.8121,0.4127,1.3059,0.6799,0.6841,0.9898,0.5227,0.6841,0.5722,1000.0,20.0,pyc_xmeans,2d-4c-no9_y.zip
10,18,0.0237190723419189,0.4263,1677.8085,0.8079,0.8279,0.4735,1.3059,0.6992,0.7033,0.9898,0.5454,0.7033,0.6196,100.0,20.0,pyc_xmeans,2d-4c-no9_y.zip
10,18,0.0186853408813476,0.4365,2156.8402,0.8043,0.8006,0.3699,1.2839,0.6631,0.6672,0.9731,0.5076,0.6672,0.5352,inf,20.0,pyc_xmeans,2d-4c-no9_y.zip
10,2,0.007293701171875,0.45,1998.7985,0.7907,0.8101,0.4203,1.2228,0.6818,0.6846,0.9268,0.5428,0.6846,0.5689,,,pyc_xmeans,2d-4c-no9_y.zip
10,22,0.0105931758880615,0.4631,1991.3257,0.7609,0.8373,0.5107,1.2847,0.7238,0.7266,0.9737,0.5795,0.7266,0.6463,,,pyc_xmeans,2d-4c-no9_y.zip
10,22,0.0123820304870605,0.4524,1958.4317,0.757,0.806,0.4057,1.2234,0.6721,0.6752,0.9272,0.5309,0.6752,0.5563,1000.0,20.0,pyc_xmeans,2d-4c-no9_y.zip
10,22,0.0601067543029785,0.4252,1973.4063,0.877,0.8127,0.4179,1.2849,0.6776,0.6816,0.9739,0.5242,0.6816,0.5743,100.0,20.0,pyc_xmeans,2d-4c-no9_y.zip
10,22,0.012857437133789,0.4199,1928.1966,0.8139,0.8126,0.4188,1.2737,0.6821,0.6858,0.9654,0.5318,0.6858,0.5741,inf,20.0,pyc_xmeans,2d-4c-no9_y.zip
10,2,0.0062332153320312,0.4578,2109.8163,0.7718,0.8143,0.4317,1.2359,0.6881,0.6908,0.9368,0.5471,0.6908,0.5805,1000.0,20.0,pyc_xmeans,2d-4c-no9_y.zip
10,2,0.0068607330322265,0.4567,2270.6578,0.7722,0.822,0.4579,1.257,0.7034,0.706,0.9528,0.5608,0.706,0.603,100.0,20.0,pyc_xmeans,2d-4c-no9_y.zip
10,2,0.0066537857055664,0.4597,2015.7857,0.7597,0.8191,0.4556,1.2099,0.6873,0.6901,0.917,0.5532,0.6901,0.5966,inf,20.0,pyc_xmeans,2d-4c-no9_y.zip
10,6,0.0059654712677001,0.4515,2090.641,0.7926,0.8229,0.4606,1.2619,0.707,0.7096,0.9565,0.564,0.7096,0.6057,,,pyc_xmeans,2d-4c-no9_y.zip
10,6,0.0068049430847167,0.4652,1864.7368,0.7287,0.8312,0.5006,1.2069,0.7,0.7028,0.9147,0.5706,0.7028,0.6318,1000.0,20.0,pyc_xmeans,2d-4c-no9_y.zip
10,6,0.0059700012207031,0.4576,2224.7683,0.7601,0.8221,0.459,1.2461,0.6998,0.7024,0.9444,0.5592,0.7024,0.6035,100.0,20.0,pyc_xmeans,2d-4c-no9_y.zip
10,6,0.0060808658599853,0.462,2025.0673,0.7659,0.8402,0.5227,1.2751,0.7325,0.7349,0.9664,0.5929,0.7349,0.6546,inf,20.0,pyc_xmeans,2d-4c-no9_y.zip
12,10,0.0071239471435546,0.4459,2156.8308,0.8032,0.814,0.4265,1.2576,0.6793,0.6826,0.9532,0.5317,0.6826,0.5788,,,pyc_xmeans,2d-4c-no9_y.zip
12,10,0.0068480968475341,0.4454,2267.2847,0.7595,0.8033,0.3846,1.2619,0.6694,0.6728,0.9565,0.5189,0.6728,0.5447,1000.0,20.0,pyc_xmeans,2d-4c-no9_y.zip
12,10,0.0061216354370117,0.4325,2127.4748,0.7917,0.8157,0.4328,1.2684,0.6878,0.6911,0.9614,0.5395,0.6911,0.584,100.0,20.0,pyc_xmeans,2d-4c-no9_y.zip
12,10,0.0061111450195312,0.4317,2204.0114,0.8103,0.8081,0.4047,1.256,0.6728,0.6762,0.9519,0.5243,0.6762,0.5605,inf,20.0,pyc_xmeans,2d-4c-no9_y.zip
12,14,0.008533239364624,0.4397,2210.221,0.7861,0.8025,0.3831,1.2574,0.6692,0.6726,0.9531,0.5196,0.6726,0.5423,,,pyc_xmeans,2d-4c-no9_y.zip
12,14,0.010627269744873,0.4405,2144.7047,0.7768,0.8037,0.3823,1.2898,0.6708,0.6748,0.9776,0.5152,0.6748,0.5456,1000.0,20.0,pyc_xmeans,2d-4c-no9_y.zip
12,14,0.0081040859222412,0.4447,2210.3521,0.753,0.8018,0.3801,1.2551,0.6673,0.6707,0.9513,0.518,0.6707,0.5401,100.0,20.0,pyc_xmeans,2d-4c-no9_y.zip
12,14,0.0117216110229492,0.4364,2263.4324,0.7697,0.7956,0.3533,1.264,0.6507,0.6549,0.958,0.4975,0.6549,0.5189,inf,20.0,pyc_xmeans,2d-4c-no9_y.zip
12,18,0.0207545757293701,0.4229,2062.3188,0.8563,0.7942,0.3437,1.2898,0.6483,0.6531,0.9776,0.4903,0.6531,0.5136,,,pyc_xmeans,2d-4c-no9_y.zip
12,18,0.0189325809478759,0.4023,1826.3387,0.8294,0.8076,0.3951,1.3059,0.6665,0.6715,0.9898,0.5081,0.6715,0.5582,1000.0,20.0,pyc_xmeans,2d-4c-no9_y.zip
12,18,0.0200028419494628,0.4107,1833.7186,0.8339,0.8132,0.4169,1.3145,0.6819,0.6864,0.9963,0.5235,0.6864,0.5758,100.0,20.0,pyc_xmeans,2d-4c-no9_y.zip
12,18,0.0116229057312011,0.4522,2151.0807,0.7735,0.8017,0.3789,1.2616,0.6639,0.6677,0.9563,0.5129,0.6677,0.5395,inf,20.0,pyc_xmeans,2d-4c-no9_y.zip
12,2,0.0072672367095947,0.443,2159.4987,0.7632,0.8031,0.3867,1.2515,0.6684,0.6718,0.9485,0.5201,0.6718,0.5445,,,pyc_xmeans,2d-4c-no9_y.zip
12,22,0.0194015502929687,0.4003,1737.7198,0.8519,0.8096,0.4025,1.3145,0.6788,0.6833,0.9963,0.52,0.6833,0.5643,,,pyc_xmeans,2d-4c-no9_y.zip
12,22,0.0123224258422851,0.4492,2133.9033,0.7706,0.8145,0.4295,1.2572,0.6824,0.6857,0.9529,0.5356,0.6857,0.5805,1000.0,20.0,pyc_xmeans,2d-4c-no9_y.zip
12,22,0.0112175941467285,0.4161,2022.4705,0.8299,0.8086,0.4015,1.2852,0.6729,0.6769,0.9741,0.5186,0.6769,0.5612,100.0,20.0,pyc_xmeans,2d-4c-no9_y.zip
12,22,0.0081837177276611,0.442,2236.6784,0.7658,0.8052,0.392,1.2624,0.6721,0.6755,0.9569,0.522,0.6755,0.5509,inf,20.0,pyc_xmeans,2d-4c-no9_y.zip
12,2,0.0068609714508056,0.4523,2126.2301,0.7617,0.8181,0.4424,1.2543,0.6842,0.6876,0.9507,0.5385,0.6876,0.5914,1000.0,20.0,pyc_xmeans,2d-4c-no9_y.zip
12,2,0.005906343460083,0.4439,2168.2984,0.7434,0.8034,0.3876,1.2489,0.6672,0.6706,0.9466,0.5193,0.6706,0.5455,100.0,20.0,pyc_xmeans,2d-4c-no9_y.zip
12,2,0.0059373378753662,0.4443,2092.271,0.7696,0.813,0.423,1.2638,0.6849,0.6883,0.9579,0.5371,0.6883,0.5756,inf,20.0,pyc_xmeans,2d-4c-no9_y.zip
12,6,0.0066220760345458,0.4438,2233.6281,0.7855,0.805,0.3916,1.2596,0.671,0.6744,0.9547,0.5213,0.6744,0.5502,,,pyc_xmeans,2d-4c-no9_y.zip
12,6,0.0062594413757324,0.4434,2127.9129,0.788,0.8027,0.3838,1.2499,0.6652,0.6687,0.9473,0.5167,0.6687,0.5429,1000.0,20.0,pyc_xmeans,2d-4c-no9_y.zip
12,6,0.0068933963775634,0.4397,2217.0572,0.7746,0.8146,0.4291,1.2638,0.6846,0.6879,0.9579,0.5367,0.6879,0.5805,100.0,20.0,pyc_xmeans,2d-4c-no9_y.zip
12,6,0.0068979263305664,0.4337,2159.5608,0.7744,0.8139,0.4265,1.2638,0.686,0.6894,0.9579,0.5384,0.6894,0.5785,inf,20.0,pyc_xmeans,2d-4c-no9_y.zip
2,10,0.0137650966644287,0.4696,2179.8154,0.7305,0.8323,0.4968,1.2461,0.7089,0.7115,0.9444,0.5707,0.7115,0.6329,,,pyc_xmeans,2d-4c-no9_y.zip
