amount_initial_centers,kmax,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,10,0.0214285850524902,0.7788,46624.677,0.307,0.9858,0.9376,2.0553,0.9687,0.9689,0.9956,0.9435,0.9689,0.947,pyc_xmeans,2d-10c_y.zip
10,14,0.0265483856201171,0.6765,37106.5164,0.5503,0.9673,0.847,2.0587,0.9183,0.9189,0.9973,0.8519,0.9189,0.8731,pyc_xmeans,2d-10c_y.zip
10,18,0.0290417671203613,0.6147,34426.0529,0.6018,0.9511,0.7582,2.0601,0.8781,0.8793,0.998,0.7859,0.8793,0.803,pyc_xmeans,2d-10c_y.zip
10,2,0.0708866119384765,0.7899,46206.1047,0.4047,0.9947,0.9775,2.0553,0.9799,0.98,0.9956,0.9649,0.98,0.9807,pyc_xmeans,2d-10c_y.zip
10,22,0.0312185287475585,0.5656,29225.3645,0.6477,0.942,0.7031,2.0601,0.852,0.8538,0.998,0.7461,0.8538,0.7605,pyc_xmeans,2d-10c_y.zip
10,6,0.018831729888916,0.7685,46922.9383,0.4172,0.9902,0.9576,2.0553,0.9741,0.9742,0.9956,0.9537,0.9742,0.9638,pyc_xmeans,2d-10c_y.zip
12,10,0.0191645622253417,0.6556,46394.1569,0.6342,0.9723,0.8729,2.0553,0.934,0.9345,0.9956,0.8804,0.9345,0.8938,pyc_xmeans,2d-10c_y.zip
12,14,0.0250320434570312,0.6098,42997.2128,0.7231,0.9618,0.8179,2.0601,0.9106,0.9113,0.998,0.8385,0.9113,0.8499,pyc_xmeans,2d-10c_y.zip
12,18,0.0261647701263427,0.5313,40917.5416,0.7422,0.9415,0.6999,2.0601,0.8634,0.8648,0.998,0.7629,0.8648,0.758,pyc_xmeans,2d-10c_y.zip
12,2,0.0716197490692138,0.7331,42797.9258,0.5876,0.9813,0.9165,2.0587,0.9478,0.9482,0.9973,0.9037,0.9482,0.9296,pyc_xmeans,2d-10c_y.zip
12,22,0.0278699398040771,0.5701,32060.6362,0.6431,0.9393,0.6863,2.0601,0.8472,0.8491,0.998,0.7388,0.8491,0.7476,pyc_xmeans,2d-10c_y.zip
12,6,0.0183982849121093,0.7276,43319.7902,0.5447,0.9799,0.9101,2.0553,0.9461,0.9465,0.9956,0.902,0.9465,0.9242,pyc_xmeans,2d-10c_y.zip
2,10,0.027073860168457,0.6843,14889.1076,0.4433,0.9464,0.7762,1.8176,0.873,0.8737,0.8805,0.8671,0.8737,0.8074,pyc_xmeans,2d-10c_y.zip
2,14,0.0272178649902343,0.7073,35248.6785,0.4344,0.9701,0.8615,2.0553,0.923,0.9236,0.9956,0.8613,0.9236,0.8847,pyc_xmeans,2d-10c_y.zip
2,18,0.0312213897705078,0.6829,29374.9062,0.527,0.9629,0.8235,2.0601,0.8946,0.8957,0.998,0.8125,0.8957,0.8544,pyc_xmeans,2d-10c_y.zip
2,2,0.0240724086761474,0.4543,2263.6254,1.1034,0.6351,0.2729,0.6905,0.5008,0.5013,0.3345,1.0,0.5013,0.5233,pyc_xmeans,2d-10c_y.zip
2,22,0.0852153301239013,0.6738,22301.6239,0.5413,0.9635,0.8274,2.0553,0.8824,0.8839,0.9956,0.7948,0.8839,0.8573,pyc_xmeans,2d-10c_y.zip
2,6,0.0252487659454345,0.7798,11671.6322,0.2482,0.9204,0.7302,1.6463,0.8869,0.8874,0.7975,1.0,0.8874,0.7959,pyc_xmeans,2d-10c_y.zip
4,10,0.0287480354309082,0.7214,26528.2537,0.4007,0.975,0.893,1.9709,0.9402,0.9406,0.9547,0.9268,0.9406,0.9076,pyc_xmeans,2d-10c_y.zip
4,14,0.0280690193176269,0.6883,33986.3864,0.4921,0.9744,0.883,2.0553,0.9327,0.9333,0.9956,0.8783,0.9333,0.902,pyc_xmeans,2d-10c_y.zip
4,18,0.0298280715942382,0.7033,27289.4927,0.4705,0.9659,0.84,2.0553,0.9001,0.9011,0.9956,0.823,0.9011,0.8674,pyc_xmeans,2d-10c_y.zip
4,2,0.0195214748382568,0.6709,6368.996,0.4885,0.8546,0.5756,1.3181,0.7789,0.7794,0.6385,1.0,0.7794,0.6972,pyc_xmeans,2d-10c_y.zip
4,22,0.0827250480651855,0.6279,24954.7723,0.5841,0.9519,0.7623,2.0601,0.8651,0.8668,0.998,0.7661,0.8668,0.8063,pyc_xmeans,2d-10c_y.zip
4,6,0.0243947505950927,0.6933,13421.4564,0.4517,0.9424,0.7808,1.6689,0.87,0.8704,0.8085,0.9427,0.8704,0.8196,pyc_xmeans,2d-10c_y.zip
6,10,0.0245487689971923,0.7774,46667.0515,0.3098,0.9854,0.9357,2.0553,0.9681,0.9683,0.9956,0.9424,0.9683,0.9454,pyc_xmeans,2d-10c_y.zip
6,14,0.0260922908782959,0.7033,35110.7633,0.4738,0.9699,0.8606,2.0553,0.9225,0.9231,0.9956,0.8604,0.9231,0.8839,pyc_xmeans,2d-10c_y.zip
6,18,0.0270671844482421,0.6478,30322.85,0.5382,0.956,0.786,2.0601,0.8893,0.8905,0.998,0.8038,0.8905,0.8248,pyc_xmeans,2d-10c_y.zip
6,2,0.018801212310791,0.7798,11671.6322,0.2482,0.9204,0.7302,1.6463,0.8869,0.8874,0.7975,1.0,0.8874,0.7959,pyc_xmeans,2d-10c_y.zip
6,22,0.0290124416351318,0.5954,21721.7396,0.6077,0.9546,0.7785,2.0553,0.8729,0.8745,0.9956,0.7797,0.8745,0.8187,pyc_xmeans,2d-10c_y.zip
6,6,0.0220482349395751,0.6903,13111.8545,0.4852,0.9391,0.7712,1.6598,0.8684,0.8689,0.8041,0.945,0.8689,0.8133,pyc_xmeans,2d-10c_y.zip
8,10,0.0236198902130126,0.7228,26555.9535,0.402,0.9746,0.8914,1.9709,0.9397,0.94,0.9547,0.9257,0.94,0.9062,pyc_xmeans,2d-10c_y.zip
