n_clusters,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
6,k-means++,11,100,0.0001,False,42,True,lloyd,0.0868525505065918,0.2954,178.0007,1.1611,skl_kmeans,home.zip-6_k
6,k-means++,11,300,0.0001,False,42,True,lloyd,0.1195416450500488,0.2954,178.0007,1.1611,skl_kmeans,home.zip-6_k
6,k-means++,11,500,0.0001,False,42,True,lloyd,0.0918419361114502,0.2954,178.0007,1.1611,skl_kmeans,home.zip-6_k
