n_clusters,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,bisecting_strategy,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
6,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,0.1112809181213378,0.2361,154.98,1.3765,skl_bis_kmeans,home.zip-6_k
6,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,0.1139295101165771,0.236,137.1151,1.2999,skl_bis_kmeans,home.zip-6_k
6,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,0.1412084102630615,0.2361,154.98,1.3765,skl_bis_kmeans,home.zip-6_k
6,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,0.1149706840515136,0.236,137.1151,1.2999,skl_bis_kmeans,home.zip-6_k
6,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,0.1270482540130615,0.2361,154.98,1.3765,skl_bis_kmeans,home.zip-6_k
6,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,0.1158463954925537,0.236,137.1151,1.2999,skl_bis_kmeans,home.zip-6_k
