min_nr_instances,min_y,min_rd,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
2,1,10,0.5297634601593018,-0.6638,3.2641,16.7299,0.6351,0.0748,0.6752,0.3091,0.3666,0.6299,0.2585,0.3666,0.2947,CLTree,zelnik6_y.zip
2,1,15,0.5279557704925537,-0.6638,3.2641,16.7299,0.6351,0.0748,0.6752,0.3091,0.3666,0.6299,0.2585,0.3666,0.2947,CLTree,zelnik6_y.zip
2,1,20,0.5354914665222168,-0.6638,3.2641,16.7299,0.6351,0.0748,0.6752,0.3091,0.3666,0.6299,0.2585,0.3666,0.2947,CLTree,zelnik6_y.zip
2,1,25,0.5290360450744629,-0.6638,3.2641,16.7299,0.6351,0.0748,0.6752,0.3091,0.3666,0.6299,0.2585,0.3666,0.2947,CLTree,zelnik6_y.zip
2,1,30,0.5282080173492432,-0.6638,3.2641,16.7299,0.6351,0.0748,0.6752,0.3091,0.3666,0.6299,0.2585,0.3666,0.2947,CLTree,zelnik6_y.zip
2,1,5,0.5413534641265869,-0.6638,3.2641,16.7299,0.6351,0.0748,0.6752,0.3091,0.3666,0.6299,0.2585,0.3666,0.2947,CLTree,zelnik6_y.zip
2,2,10,0.5277383327484131,-0.5799,5.311,10.2817,0.5934,0.0631,0.5195,0.3196,0.3513,0.4847,0.2755,0.3513,0.3574,CLTree,zelnik6_y.zip
2,2,15,0.5273623466491699,-0.5799,5.311,10.2817,0.5934,0.0631,0.5195,0.3196,0.3513,0.4847,0.2755,0.3513,0.3574,CLTree,zelnik6_y.zip
2,2,20,0.5289323329925537,-0.5799,5.311,10.2817,0.5934,0.0631,0.5195,0.3196,0.3513,0.4847,0.2755,0.3513,0.3574,CLTree,zelnik6_y.zip
2,2,25,0.5292375087738037,-0.5799,5.311,10.2817,0.5934,0.0631,0.5195,0.3196,0.3513,0.4847,0.2755,0.3513,0.3574,CLTree,zelnik6_y.zip
2,2,30,0.5352497100830078,-0.5799,5.311,10.2817,0.5934,0.0631,0.5195,0.3196,0.3513,0.4847,0.2755,0.3513,0.3574,CLTree,zelnik6_y.zip
2,2,5,0.5282058715820312,-0.5799,5.311,10.2817,0.5934,0.0631,0.5195,0.3196,0.3513,0.4847,0.2755,0.3513,0.3574,CLTree,zelnik6_y.zip
