min_nr_instances,min_y,min_rd,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
2,1,10,2.112450361251831,-0.5518,6.5761,4.8469,0.5086,0.0223,0.4093,0.2592,0.2923,0.2963,0.2885,0.2923,0.3718,CLTree,zelnik5_y.zip
2,1,15,2.177816152572632,-0.5518,6.5761,4.8469,0.5086,0.0223,0.4093,0.2592,0.2923,0.2963,0.2885,0.2923,0.3718,CLTree,zelnik5_y.zip
2,1,20,2.128381490707397,-0.5518,6.5761,4.8469,0.5086,0.0223,0.4093,0.2592,0.2923,0.2963,0.2885,0.2923,0.3718,CLTree,zelnik5_y.zip
2,1,25,2.1141912937164307,-0.5518,6.5761,4.8469,0.5086,0.0223,0.4093,0.2592,0.2923,0.2963,0.2885,0.2923,0.3718,CLTree,zelnik5_y.zip
2,1,30,2.1183738708496094,-0.5518,6.5761,4.8469,0.5086,0.0223,0.4093,0.2592,0.2923,0.2963,0.2885,0.2923,0.3718,CLTree,zelnik5_y.zip
2,1,5,2.112452745437622,-0.5518,6.5761,4.8469,0.5086,0.0223,0.4093,0.2592,0.2923,0.2963,0.2885,0.2923,0.3718,CLTree,zelnik5_y.zip
2,2,10,2.1138741970062256,-0.2355,3.1433,6.9562,0.3345,0.0175,0.1131,0.1266,0.1331,0.0818,0.3557,0.1331,0.4765,CLTree,zelnik5_y.zip
2,2,15,2.130519151687622,-0.2355,3.1433,6.9562,0.3345,0.0175,0.1131,0.1266,0.1331,0.0818,0.3557,0.1331,0.4765,CLTree,zelnik5_y.zip
2,2,20,2.119331121444702,-0.2355,3.1433,6.9562,0.3345,0.0175,0.1131,0.1266,0.1331,0.0818,0.3557,0.1331,0.4765,CLTree,zelnik5_y.zip
2,2,25,2.11129093170166,-0.2355,3.1433,6.9562,0.3345,0.0175,0.1131,0.1266,0.1331,0.0818,0.3557,0.1331,0.4765,CLTree,zelnik5_y.zip
2,2,30,2.1754283905029297,-0.2355,3.1433,6.9562,0.3345,0.0175,0.1131,0.1266,0.1331,0.0818,0.3557,0.1331,0.4765,CLTree,zelnik5_y.zip
2,2,5,2.1133413314819336,-0.2355,3.1433,6.9562,0.3345,0.0175,0.1131,0.1266,0.1331,0.0818,0.3557,0.1331,0.4765,CLTree,zelnik5_y.zip
2,3,10,2.1239261627197266,-0.2057,0.5599,8.849,0.3091,0.0142,0.0769,0.0937,0.0972,0.0557,0.383,0.0972,0.4867,CLTree,zelnik5_y.zip
2,3,15,2.118858337402344,-0.2057,0.5599,8.849,0.3091,0.0142,0.0769,0.0937,0.0972,0.0557,0.383,0.0972,0.4867,CLTree,zelnik5_y.zip
2,3,20,2.115767240524292,-0.2057,0.5599,8.849,0.3091,0.0142,0.0769,0.0937,0.0972,0.0557,0.383,0.0972,0.4867,CLTree,zelnik5_y.zip
2,3,25,2.1284267902374268,-0.2057,0.5599,8.849,0.3091,0.0142,0.0769,0.0937,0.0972,0.0557,0.383,0.0972,0.4867,CLTree,zelnik5_y.zip
2,3,30,2.122781276702881,-0.2057,0.5599,8.849,0.3091,0.0142,0.0769,0.0937,0.0972,0.0557,0.383,0.0972,0.4867,CLTree,zelnik5_y.zip
2,3,5,2.1344211101531982,-0.2057,0.5599,8.849,0.3091,0.0142,0.0769,0.0937,0.0972,0.0557,0.383,0.0972,0.4867,CLTree,zelnik5_y.zip
2,4,10,2.1679298877716064,-0.2057,0.5599,8.849,0.3091,0.0142,0.0769,0.0937,0.0972,0.0557,0.383,0.0972,0.4867,CLTree,zelnik5_y.zip
2,4,15,2.1212635040283203,-0.2057,0.5599,8.849,0.3091,0.0142,0.0769,0.0937,0.0972,0.0557,0.383,0.0972,0.4867,CLTree,zelnik5_y.zip
2,4,20,2.1191446781158447,-0.2057,0.5599,8.849,0.3091,0.0142,0.0769,0.0937,0.0972,0.0557,0.383,0.0972,0.4867,CLTree,zelnik5_y.zip
2,4,25,2.121445417404175,-0.2057,0.5599,8.849,0.3091,0.0142,0.0769,0.0937,0.0972,0.0557,0.383,0.0972,0.4867,CLTree,zelnik5_y.zip
2,4,30,2.1211116313934326,-0.2057,0.5599,8.849,0.3091,0.0142,0.0769,0.0937,0.0972,0.0557,0.383,0.0972,0.4867,CLTree,zelnik5_y.zip
2,4,5,2.109128713607788,-0.2057,0.5599,8.849,0.3091,0.0142,0.0769,0.0937,0.0972,0.0557,0.383,0.0972,0.4867,CLTree,zelnik5_y.zip
2,5,10,2.110248565673828,-0.2057,0.5599,8.849,0.3091,0.0142,0.0769,0.0937,0.0972,0.0557,0.383,0.0972,0.4867,CLTree,zelnik5_y.zip
2,5,15,2.1172008514404297,-0.2057,0.5599,8.849,0.3091,0.0142,0.0769,0.0937,0.0972,0.0557,0.383,0.0972,0.4867,CLTree,zelnik5_y.zip
2,5,20,2.1075243949890137,-0.2057,0.5599,8.849,0.3091,0.0142,0.0769,0.0937,0.0972,0.0557,0.383,0.0972,0.4867,CLTree,zelnik5_y.zip
2,5,25,2.168142318725586,-0.2057,0.5599,8.849,0.3091,0.0142,0.0769,0.0937,0.0972,0.0557,0.383,0.0972,0.4867,CLTree,zelnik5_y.zip
2,5,30,2.120187997817993,-0.2057,0.5599,8.849,0.3091,0.0142,0.0769,0.0937,0.0972,0.0557,0.383,0.0972,0.4867,CLTree,zelnik5_y.zip
2,5,5,2.1111602783203125,-0.2057,0.5599,8.849,0.3091,0.0142,0.0769,0.0937,0.0972,0.0557,0.383,0.0972,0.4867,CLTree,zelnik5_y.zip
