n_clusters,max_leaves,base_tree,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,10,IMM,1000.0,100,0.6192688941955566,0.1359,231.1591,1.7575,0.7069,0.0555,0.2184,0.1148,0.123,0.1576,0.1009,0.123,0.2236,ExKMC,vehicle_y.zip
10,10,IMM,1000.0,20,0.1068310737609863,0.1359,231.1591,1.7575,0.7069,0.0555,0.2184,0.1148,0.123,0.1576,0.1009,0.123,0.2236,ExKMC,vehicle_y.zip
10,10,IMM,100.0,100,0.22157883644104,0.1508,236.3605,1.6936,0.7149,0.0823,0.2868,0.154,0.1618,0.207,0.1328,0.1618,0.2479,ExKMC,vehicle_y.zip
10,10,IMM,100.0,20,0.7298879623413086,0.1359,231.1591,1.7575,0.7069,0.0555,0.2184,0.1148,0.123,0.1576,0.1009,0.123,0.2236,ExKMC,vehicle_y.zip
10,10,IMM,inf,100,0.4465811252593994,0.1359,231.1591,1.7575,0.7069,0.0555,0.2184,0.1148,0.123,0.1576,0.1009,0.123,0.2236,ExKMC,vehicle_y.zip
10,10,IMM,inf,20,0.6186094284057617,0.1359,231.1591,1.7575,0.7069,0.0555,0.2184,0.1148,0.123,0.1576,0.1009,0.123,0.2236,ExKMC,vehicle_y.zip
10,10,NONE,1000.0,100,0.6025803089141846,0.1561,275.2336,1.5635,0.6981,0.074,0.2264,0.1298,0.1365,0.1634,0.1172,0.1365,0.2571,ExKMC,vehicle_y.zip
10,10,NONE,1000.0,20,0.4656233787536621,0.1561,275.2336,1.5635,0.6981,0.074,0.2264,0.1298,0.1365,0.1634,0.1172,0.1365,0.2571,ExKMC,vehicle_y.zip
10,10,NONE,100.0,100,0.6243836879730225,0.1397,232.608,1.7223,0.7095,0.0887,0.2717,0.1484,0.1565,0.1961,0.1302,0.1565,0.2619,ExKMC,vehicle_y.zip
10,10,NONE,100.0,20,0.7328448295593262,0.1561,275.2336,1.5635,0.6981,0.074,0.2264,0.1298,0.1365,0.1634,0.1172,0.1365,0.2571,ExKMC,vehicle_y.zip
10,10,NONE,inf,100,0.2881531715393066,0.1561,275.2336,1.5635,0.6981,0.074,0.2264,0.1298,0.1365,0.1634,0.1172,0.1365,0.2571,ExKMC,vehicle_y.zip
10,10,NONE,inf,20,0.1235990524291992,0.1561,275.2336,1.5635,0.6981,0.074,0.2264,0.1298,0.1365,0.1634,0.1172,0.1365,0.2571,ExKMC,vehicle_y.zip
10,12,IMM,1000.0,100,0.7567958831787109,0.1453,238.9241,1.6516,0.7078,0.0615,0.2447,0.13,0.1381,0.1766,0.1134,0.1381,0.2301,ExKMC,vehicle_y.zip
10,12,IMM,1000.0,20,0.6676719188690186,0.1453,238.9241,1.6516,0.7078,0.0615,0.2447,0.13,0.1381,0.1766,0.1134,0.1381,0.2301,ExKMC,vehicle_y.zip
10,12,IMM,100.0,100,0.5431714057922363,0.1589,245.2152,1.6475,0.7152,0.0817,0.281,0.1503,0.1582,0.2028,0.1297,0.1582,0.2467,ExKMC,vehicle_y.zip
10,12,IMM,100.0,20,0.7327322959899902,0.1453,238.9241,1.6516,0.7078,0.0615,0.2447,0.13,0.1381,0.1766,0.1134,0.1381,0.2301,ExKMC,vehicle_y.zip
10,12,IMM,inf,100,0.7504293918609619,0.1453,238.9241,1.6516,0.7078,0.0615,0.2447,0.13,0.1381,0.1766,0.1134,0.1381,0.2301,ExKMC,vehicle_y.zip
