n_clusters,max_iter,init,n_init,verbose,random_state,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,100,Cao,11,False,42,4,1000.0,100,0.0326254367828369,-0.3704,6.5378,5.2832,0.6509,0.0903,0.3009,0.1571,0.1938,0.2739,0.15,0.1938,0.3051,kmodes,iris_y.zip
10,100,Cao,11,False,42,4,1000.0,20,0.032041311264038,-0.3704,6.5378,5.2832,0.6509,0.0903,0.3009,0.1571,0.1938,0.2739,0.15,0.1938,0.3051,kmodes,iris_y.zip
10,100,Cao,11,False,42,4,100.0,100,0.0340907573699951,-0.3704,6.5378,5.2832,0.6509,0.0903,0.3009,0.1571,0.1938,0.2739,0.15,0.1938,0.3051,kmodes,iris_y.zip
10,100,Cao,11,False,42,4,100.0,20,0.0322558879852294,-0.3704,6.5378,5.2832,0.6509,0.0903,0.3009,0.1571,0.1938,0.2739,0.15,0.1938,0.3051,kmodes,iris_y.zip
10,100,Cao,11,False,42,4,20.0,20,0.0335080623626709,-0.2122,11.7434,3.5865,0.7035,0.2267,0.5497,0.3226,0.3519,0.5004,0.2714,0.3519,0.4187,kmodes,iris_y.zip
10,100,Cao,11,False,42,4,inf,100,0.0340092182159423,-0.3704,6.5378,5.2832,0.6509,0.0903,0.3009,0.1571,0.1938,0.2739,0.15,0.1938,0.3051,kmodes,iris_y.zip
10,100,Cao,11,False,42,4,inf,20,0.0327064990997314,-0.3704,6.5378,5.2832,0.6509,0.0903,0.3009,0.1571,0.1938,0.2739,0.15,0.1938,0.3051,kmodes,iris_y.zip
10,300,Cao,11,False,42,4,1000.0,100,0.032435655593872,-0.3704,6.5378,5.2832,0.6509,0.0903,0.3009,0.1571,0.1938,0.2739,0.15,0.1938,0.3051,kmodes,iris_y.zip
10,300,Cao,11,False,42,4,1000.0,20,0.0320611000061035,-0.3704,6.5378,5.2832,0.6509,0.0903,0.3009,0.1571,0.1938,0.2739,0.15,0.1938,0.3051,kmodes,iris_y.zip
10,300,Cao,11,False,42,4,100.0,100,0.0344016551971435,-0.3704,6.5378,5.2832,0.6509,0.0903,0.3009,0.1571,0.1938,0.2739,0.15,0.1938,0.3051,kmodes,iris_y.zip
10,300,Cao,11,False,42,4,100.0,20,0.0322728157043457,-0.3704,6.5378,5.2832,0.6509,0.0903,0.3009,0.1571,0.1938,0.2739,0.15,0.1938,0.3051,kmodes,iris_y.zip
10,300,Cao,11,False,42,4,20.0,20,0.0356793403625488,-0.2122,11.7434,3.5865,0.7035,0.2267,0.5497,0.3226,0.3519,0.5004,0.2714,0.3519,0.4187,kmodes,iris_y.zip
10,300,Cao,11,False,42,4,inf,100,0.0325145721435546,-0.3704,6.5378,5.2832,0.6509,0.0903,0.3009,0.1571,0.1938,0.2739,0.15,0.1938,0.3051,kmodes,iris_y.zip
10,300,Cao,11,False,42,4,inf,20,0.0321481227874755,-0.3704,6.5378,5.2832,0.6509,0.0903,0.3009,0.1571,0.1938,0.2739,0.15,0.1938,0.3051,kmodes,iris_y.zip
10,500,Cao,11,False,42,4,1000.0,100,0.0324585437774658,-0.3704,6.5378,5.2832,0.6509,0.0903,0.3009,0.1571,0.1938,0.2739,0.15,0.1938,0.3051,kmodes,iris_y.zip
10,500,Cao,11,False,42,4,1000.0,20,0.0322997570037841,-0.3704,6.5378,5.2832,0.6509,0.0903,0.3009,0.1571,0.1938,0.2739,0.15,0.1938,0.3051,kmodes,iris_y.zip
10,500,Cao,11,False,42,4,100.0,100,0.0324869155883789,-0.3704,6.5378,5.2832,0.6509,0.0903,0.3009,0.1571,0.1938,0.2739,0.15,0.1938,0.3051,kmodes,iris_y.zip
10,500,Cao,11,False,42,4,100.0,20,0.032405138015747,-0.3704,6.5378,5.2832,0.6509,0.0903,0.3009,0.1571,0.1938,0.2739,0.15,0.1938,0.3051,kmodes,iris_y.zip
10,500,Cao,11,False,42,4,20.0,20,0.0342199802398681,-0.2122,11.7434,3.5865,0.7035,0.2267,0.5497,0.3226,0.3519,0.5004,0.2714,0.3519,0.4187,kmodes,iris_y.zip
10,500,Cao,11,False,42,4,inf,100,0.032426118850708,-0.3704,6.5378,5.2832,0.6509,0.0903,0.3009,0.1571,0.1938,0.2739,0.15,0.1938,0.3051,kmodes,iris_y.zip
10,500,Cao,11,False,42,4,inf,20,0.0346264839172363,-0.3704,6.5378,5.2832,0.6509,0.0903,0.3009,0.1571,0.1938,0.2739,0.15,0.1938,0.3051,kmodes,iris_y.zip
12,100,Cao,11,False,42,4,1000.0,100,0.0558457374572753,-0.3706,6.357,4.2422,0.6674,0.1085,0.3649,0.1791,0.2209,0.3321,0.1655,0.2209,0.3043,kmodes,iris_y.zip
12,100,Cao,11,False,42,4,1000.0,20,0.055546760559082,-0.3706,6.357,4.2422,0.6674,0.1085,0.3649,0.1791,0.2209,0.3321,0.1655,0.2209,0.3043,kmodes,iris_y.zip
12,100,Cao,11,False,42,4,100.0,100,0.0551791191101074,-0.3706,6.357,4.2422,0.6674,0.1085,0.3649,0.1791,0.2209,0.3321,0.1655,0.2209,0.3043,kmodes,iris_y.zip
12,100,Cao,11,False,42,4,100.0,20,0.0550925731658935,-0.3706,6.357,4.2422,0.6674,0.1085,0.3649,0.1791,0.2209,0.3321,0.1655,0.2209,0.3043,kmodes,iris_y.zip
12,100,Cao,11,False,42,4,20.0,20,0.0389409065246582,-0.2064,11.5077,3.4127,0.7031,0.205,0.589,0.3208,0.3551,0.5361,0.2655,0.3551,0.392,kmodes,iris_y.zip
12,100,Cao,11,False,42,4,inf,100,0.0547809600830078,-0.3706,6.357,4.2422,0.6674,0.1085,0.3649,0.1791,0.2209,0.3321,0.1655,0.2209,0.3043,kmodes,iris_y.zip
12,100,Cao,11,False,42,4,inf,20,0.0544195175170898,-0.3706,6.357,4.2422,0.6674,0.1085,0.3649,0.1791,0.2209,0.3321,0.1655,0.2209,0.3043,kmodes,iris_y.zip
12,300,Cao,11,False,42,4,1000.0,100,0.0556190013885498,-0.3706,6.357,4.2422,0.6674,0.1085,0.3649,0.1791,0.2209,0.3321,0.1655,0.2209,0.3043,kmodes,iris_y.zip
12,300,Cao,11,False,42,4,1000.0,20,0.0547983646392822,-0.3706,6.357,4.2422,0.6674,0.1085,0.3649,0.1791,0.2209,0.3321,0.1655,0.2209,0.3043,kmodes,iris_y.zip
12,300,Cao,11,False,42,4,100.0,100,0.0552577972412109,-0.3706,6.357,4.2422,0.6674,0.1085,0.3649,0.1791,0.2209,0.3321,0.1655,0.2209,0.3043,kmodes,iris_y.zip
12,300,Cao,11,False,42,4,100.0,20,0.0560991764068603,-0.3706,6.357,4.2422,0.6674,0.1085,0.3649,0.1791,0.2209,0.3321,0.1655,0.2209,0.3043,kmodes,iris_y.zip
12,300,Cao,11,False,42,4,20.0,20,0.0412826538085937,-0.2064,11.5077,3.4127,0.7031,0.205,0.589,0.3208,0.3551,0.5361,0.2655,0.3551,0.392,kmodes,iris_y.zip
12,300,Cao,11,False,42,4,inf,100,0.0557312965393066,-0.3706,6.357,4.2422,0.6674,0.1085,0.3649,0.1791,0.2209,0.3321,0.1655,0.2209,0.3043,kmodes,iris_y.zip
12,300,Cao,11,False,42,4,inf,20,0.0565333366394043,-0.3706,6.357,4.2422,0.6674,0.1085,0.3649,0.1791,0.2209,0.3321,0.1655,0.2209,0.3043,kmodes,iris_y.zip
