n_clusters,metric,linkage,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,correlation,average,1000.0,100,0.305626630783081,0.1788,26.8163,1.6587,0.7269,-0.0048,0.0056,0.0141,0.0194,0.0136,0.0342,0.0194,0.8457,skl_agglomerativeClust,churn_y.zip
10,correlation,average,1000.0,20,0.3066825866699219,0.1788,26.8163,1.6587,0.7269,-0.0048,0.0056,0.0141,0.0194,0.0136,0.0342,0.0194,0.8457,skl_agglomerativeClust,churn_y.zip
10,correlation,average,100.0,100,0.306462287902832,0.1867,33.9246,1.7637,0.715,-0.0277,0.0024,0.0028,0.0079,0.0058,0.0123,0.0079,0.837,skl_agglomerativeClust,churn_y.zip
10,correlation,average,100.0,20,0.3165192604064941,0.1788,26.8163,1.6587,0.7269,-0.0048,0.0056,0.0141,0.0194,0.0136,0.0342,0.0194,0.8457,skl_agglomerativeClust,churn_y.zip
10,correlation,average,20.0,20,0.3186869621276855,0.1909,41.7613,1.886,0.7105,-0.0212,0.008,0.0199,0.0246,0.0192,0.0341,0.0246,0.8325,skl_agglomerativeClust,churn_y.zip
10,correlation,average,inf,100,0.304567813873291,0.1788,26.8163,1.6587,0.7269,-0.0048,0.0056,0.0141,0.0194,0.0136,0.0342,0.0194,0.8457,skl_agglomerativeClust,churn_y.zip
10,correlation,average,inf,20,0.3047206401824951,0.1788,26.8163,1.6587,0.7269,-0.0048,0.0056,0.0141,0.0194,0.0136,0.0342,0.0194,0.8457,skl_agglomerativeClust,churn_y.zip
10,correlation,complete,1000.0,100,0.2965912818908691,0.1318,117.4476,2.6409,0.6535,-0.0064,0.0042,0.0058,0.0089,0.0101,0.008,0.0089,0.7785,skl_agglomerativeClust,churn_y.zip
10,correlation,complete,1000.0,20,0.2974538803100586,0.1318,117.4476,2.6409,0.6535,-0.0064,0.0042,0.0058,0.0089,0.0101,0.008,0.0089,0.7785,skl_agglomerativeClust,churn_y.zip
10,correlation,complete,100.0,100,0.2937915325164795,0.1764,84.9493,2.3046,0.6841,-0.0034,0.0033,0.0046,0.0082,0.008,0.0084,0.0082,0.807,skl_agglomerativeClust,churn_y.zip
10,correlation,complete,100.0,20,0.2966034412384033,0.1318,117.4476,2.6409,0.6535,-0.0064,0.0042,0.0058,0.0089,0.0101,0.008,0.0089,0.7785,skl_agglomerativeClust,churn_y.zip
10,correlation,complete,20.0,20,0.3065342903137207,0.1858,84.4448,2.6277,0.6858,0.0034,0.0023,0.0021,0.0057,0.0056,0.0058,0.0057,0.8078,skl_agglomerativeClust,churn_y.zip
10,correlation,complete,inf,100,0.2971539497375488,0.1318,117.4476,2.6409,0.6535,-0.0064,0.0042,0.0058,0.0089,0.0101,0.008,0.0089,0.7785,skl_agglomerativeClust,churn_y.zip
10,correlation,complete,inf,20,0.2947778701782226,0.1318,117.4476,2.6409,0.6535,-0.0064,0.0042,0.0058,0.0089,0.0101,0.008,0.0089,0.7785,skl_agglomerativeClust,churn_y.zip
10,correlation,single,1000.0,100,0.1108734607696533,0.1455,3.5483,0.5881,0.7483,-0.002,0.001,-0.0005,0.0047,0.0025,0.0359,0.0047,0.8641,skl_agglomerativeClust,churn_y.zip
10,correlation,single,1000.0,20,0.1111121177673339,0.1455,3.5483,0.5881,0.7483,-0.002,0.001,-0.0005,0.0047,0.0025,0.0359,0.0047,0.8641,skl_agglomerativeClust,churn_y.zip
10,correlation,single,100.0,100,0.1083700656890869,0.146,3.8789,0.6746,0.7478,-0.0025,0.0011,-0.0004,0.0049,0.0026,0.0349,0.0049,0.8637,skl_agglomerativeClust,churn_y.zip
10,correlation,single,100.0,20,0.11027193069458,0.1455,3.5483,0.5881,0.7483,-0.002,0.001,-0.0005,0.0047,0.0025,0.0359,0.0047,0.8641,skl_agglomerativeClust,churn_y.zip
10,correlation,single,20.0,20,0.1126301288604736,0.1279,3.1517,0.5424,0.7487,-0.0015,0.001,-0.0006,0.0045,0.0024,0.0372,0.0045,0.8644,skl_agglomerativeClust,churn_y.zip
10,correlation,single,inf,100,0.1104352474212646,0.1455,3.5483,0.5881,0.7483,-0.002,0.001,-0.0005,0.0047,0.0025,0.0359,0.0047,0.8641,skl_agglomerativeClust,churn_y.zip
10,correlation,single,inf,20,0.1110448837280273,0.1455,3.5483,0.5881,0.7483,-0.002,0.001,-0.0005,0.0047,0.0025,0.0359,0.0047,0.8641,skl_agglomerativeClust,churn_y.zip
10,cosine,average,1000.0,100,0.3074405193328857,0.1786,27.0527,1.6275,0.7215,-0.0235,0.0019,0.0011,0.0065,0.0045,0.0113,0.0065,0.8424,skl_agglomerativeClust,churn_y.zip
10,cosine,average,1000.0,20,0.307957649230957,0.1786,27.0527,1.6275,0.7215,-0.0235,0.0019,0.0011,0.0065,0.0045,0.0113,0.0065,0.8424,skl_agglomerativeClust,churn_y.zip
10,cosine,average,100.0,100,0.3043391704559326,0.1849,31.2397,1.6393,0.717,-0.0279,0.0021,0.0019,0.007,0.005,0.0114,0.007,0.8388,skl_agglomerativeClust,churn_y.zip
10,cosine,average,100.0,20,0.3078091144561767,0.1786,27.0527,1.6275,0.7215,-0.0235,0.0019,0.0011,0.0065,0.0045,0.0113,0.0065,0.8424,skl_agglomerativeClust,churn_y.zip
10,cosine,average,20.0,20,0.3206615447998047,0.1785,29.2527,1.6631,0.7236,-0.0083,0.0049,0.0112,0.0165,0.0118,0.0274,0.0165,0.843,skl_agglomerativeClust,churn_y.zip
10,cosine,average,inf,100,0.3082876205444336,0.1786,27.0527,1.6275,0.7215,-0.0235,0.0019,0.0011,0.0065,0.0045,0.0113,0.0065,0.8424,skl_agglomerativeClust,churn_y.zip
10,cosine,average,inf,20,0.3077514171600342,0.1786,27.0527,1.6275,0.7215,-0.0235,0.0019,0.0011,0.0065,0.0045,0.0113,0.0065,0.8424,skl_agglomerativeClust,churn_y.zip
10,cosine,complete,1000.0,100,0.2981476783752441,0.0231,103.258,2.213,0.6272,0.0089,0.005,0.007,0.0098,0.0121,0.0083,0.0098,0.7511,skl_agglomerativeClust,churn_y.zip
10,cosine,complete,1000.0,20,0.2982680797576904,0.0231,103.258,2.213,0.6272,0.0089,0.005,0.007,0.0098,0.0121,0.0083,0.0098,0.7511,skl_agglomerativeClust,churn_y.zip
10,cosine,complete,100.0,100,0.2948646545410156,0.2003,83.0436,2.4307,0.6807,-0.0209,0.0045,0.0077,0.0114,0.0109,0.0119,0.0114,0.8055,skl_agglomerativeClust,churn_y.zip
10,cosine,complete,100.0,20,0.2982738018035888,0.0231,103.258,2.213,0.6272,0.0089,0.005,0.007,0.0098,0.0121,0.0083,0.0098,0.7511,skl_agglomerativeClust,churn_y.zip
10,cosine,complete,20.0,20,0.3074085712432861,0.1656,71.5464,2.3983,0.6893,-0.015,0.0041,0.0068,0.0107,0.0099,0.0116,0.0107,0.8128,skl_agglomerativeClust,churn_y.zip
10,cosine,complete,inf,100,0.2990932464599609,0.0231,103.258,2.213,0.6272,0.0089,0.005,0.007,0.0098,0.0121,0.0083,0.0098,0.7511,skl_agglomerativeClust,churn_y.zip
10,cosine,complete,inf,20,0.2957715988159179,0.0231,103.258,2.213,0.6272,0.0089,0.005,0.007,0.0098,0.0121,0.0083,0.0098,0.7511,skl_agglomerativeClust,churn_y.zip
10,cosine,single,1000.0,100,0.1103997230529785,0.148,3.206,0.5398,0.7487,-0.0015,0.001,-0.0006,0.0045,0.0024,0.0372,0.0045,0.8644,skl_agglomerativeClust,churn_y.zip
10,cosine,single,1000.0,20,0.1103997230529785,0.148,3.206,0.5398,0.7487,-0.0015,0.001,-0.0006,0.0045,0.0024,0.0372,0.0045,0.8644,skl_agglomerativeClust,churn_y.zip
10,cosine,single,100.0,100,0.1078553199768066,0.149,4.1981,0.664,0.7466,-0.0063,0.0006,-0.0026,0.0027,0.0015,0.0182,0.0027,0.8629,skl_agglomerativeClust,churn_y.zip
10,cosine,single,100.0,20,0.1104598045349121,0.148,3.206,0.5398,0.7487,-0.0015,0.001,-0.0006,0.0045,0.0024,0.0372,0.0045,0.8644,skl_agglomerativeClust,churn_y.zip
10,cosine,single,20.0,20,0.1122176647186279,0.1382,3.8694,0.5921,0.7478,-0.0025,0.0011,-0.0004,0.0049,0.0026,0.0349,0.0049,0.8637,skl_agglomerativeClust,churn_y.zip
10,cosine,single,inf,100,0.1106040477752685,0.148,3.206,0.5398,0.7487,-0.0015,0.001,-0.0006,0.0045,0.0024,0.0372,0.0045,0.8644,skl_agglomerativeClust,churn_y.zip
10,cosine,single,inf,20,0.1105780601501464,0.148,3.206,0.5398,0.7487,-0.0015,0.001,-0.0006,0.0045,0.0024,0.0372,0.0045,0.8644,skl_agglomerativeClust,churn_y.zip
10,euclidean,average,1000.0,100,0.3179769515991211,0.198,2948.3642,1.067,0.3522,-0.0023,0.0027,0.0014,0.0027,0.0066,0.0017,0.0027,0.3954,skl_agglomerativeClust,churn_y.zip
10,euclidean,average,1000.0,20,0.3069069385528564,0.198,2948.3642,1.067,0.3522,-0.0023,0.0027,0.0014,0.0027,0.0066,0.0017,0.0027,0.3954,skl_agglomerativeClust,churn_y.zip
10,euclidean,average,100.0,100,0.2987313270568847,0.2009,3022.4219,1.0043,0.3499,-0.0013,0.003,0.0017,0.003,0.0072,0.0019,0.003,0.3907,skl_agglomerativeClust,churn_y.zip
10,euclidean,average,100.0,20,0.3087937831878662,0.198,2948.3642,1.067,0.3522,-0.0023,0.0027,0.0014,0.0027,0.0066,0.0017,0.0027,0.3954,skl_agglomerativeClust,churn_y.zip
10,euclidean,average,20.0,20,0.3152801990509033,0.1885,3423.2745,1.0099,0.3363,-0.0003,0.0025,0.0011,0.0023,0.0061,0.0014,0.0023,0.3633,skl_agglomerativeClust,churn_y.zip
10,euclidean,average,inf,100,0.3065633773803711,0.198,2948.3642,1.067,0.3522,-0.0023,0.0027,0.0014,0.0027,0.0066,0.0017,0.0027,0.3954,skl_agglomerativeClust,churn_y.zip
10,euclidean,average,inf,20,0.3048839569091797,0.198,2948.3642,1.067,0.3522,-0.0023,0.0027,0.0014,0.0027,0.0066,0.0017,0.0027,0.3954,skl_agglomerativeClust,churn_y.zip
