n_clusters,max_leaves,base_tree,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,10,IMM,1000.0,100,0.0698459148406982,0.2374,149.4087,1.1697,0.5225,0.0491,0.1807,0.1243,0.1303,0.2623,0.0867,0.1303,0.3099,ExKMC,home_y.zip
10,10,IMM,1000.0,20,0.0528359413146972,0.2374,149.4087,1.1697,0.5225,0.0491,0.1807,0.1243,0.1303,0.2623,0.0867,0.1303,0.3099,ExKMC,home_y.zip
10,10,IMM,100.0,100,0.0464627742767334,0.2093,148.2317,1.3412,0.5159,0.036,0.166,0.1123,0.1182,0.2409,0.0783,0.1182,0.2914,ExKMC,home_y.zip
10,10,IMM,100.0,20,0.1050007343292236,0.2374,149.4087,1.1697,0.5225,0.0491,0.1807,0.1243,0.1303,0.2623,0.0867,0.1303,0.3099,ExKMC,home_y.zip
10,10,IMM,inf,100,0.0828783512115478,0.2374,149.4087,1.1697,0.5225,0.0491,0.1807,0.1243,0.1303,0.2623,0.0867,0.1303,0.3099,ExKMC,home_y.zip
10,10,IMM,inf,20,0.0485506057739257,0.2374,149.4087,1.1697,0.5225,0.0491,0.1807,0.1243,0.1303,0.2623,0.0867,0.1303,0.3099,ExKMC,home_y.zip
10,10,NONE,1000.0,100,0.0766131877899169,0.2117,129.705,1.261,0.5228,0.0493,0.1287,0.0929,0.0987,0.1868,0.067,0.0987,0.332,ExKMC,home_y.zip
10,10,NONE,1000.0,20,0.1049606800079345,0.2117,129.705,1.261,0.5228,0.0493,0.1287,0.0929,0.0987,0.1868,0.067,0.0987,0.332,ExKMC,home_y.zip
10,10,NONE,100.0,100,0.0821592807769775,0.1165,107.2194,1.4377,0.5187,0.0413,0.1164,0.0812,0.0869,0.169,0.0585,0.0869,0.3153,ExKMC,home_y.zip
10,10,NONE,100.0,20,0.0735244750976562,0.2117,129.705,1.261,0.5228,0.0493,0.1287,0.0929,0.0987,0.1868,0.067,0.0987,0.332,ExKMC,home_y.zip
10,10,NONE,inf,100,0.080686330795288,0.2117,129.705,1.261,0.5228,0.0493,0.1287,0.0929,0.0987,0.1868,0.067,0.0987,0.332,ExKMC,home_y.zip
10,10,NONE,inf,20,0.0677530765533447,0.2117,129.705,1.261,0.5228,0.0493,0.1287,0.0929,0.0987,0.1868,0.067,0.0987,0.332,ExKMC,home_y.zip
10,12,IMM,1000.0,100,0.0842642784118652,0.2453,159.6492,1.1274,0.5237,0.0516,0.189,0.1298,0.1357,0.2742,0.0902,0.1357,0.3098,ExKMC,home_y.zip
10,12,IMM,1000.0,20,0.2251191139221191,0.2453,159.6492,1.1274,0.5237,0.0516,0.189,0.1298,0.1357,0.2742,0.0902,0.1357,0.3098,ExKMC,home_y.zip
10,12,IMM,100.0,100,0.082742691040039,0.2133,152.4629,1.3093,0.5145,0.0333,0.1609,0.1088,0.1148,0.2334,0.0761,0.1148,0.29,ExKMC,home_y.zip
10,12,IMM,100.0,20,0.0676484107971191,0.2453,159.6492,1.1274,0.5237,0.0516,0.189,0.1298,0.1357,0.2742,0.0902,0.1357,0.3098,ExKMC,home_y.zip
10,12,IMM,inf,100,0.0892770290374755,0.2453,159.6492,1.1274,0.5237,0.0516,0.189,0.1298,0.1357,0.2742,0.0902,0.1357,0.3098,ExKMC,home_y.zip
10,12,IMM,inf,20,0.0311939716339111,0.2453,159.6492,1.1274,0.5237,0.0516,0.189,0.1298,0.1357,0.2742,0.0902,0.1357,0.3098,ExKMC,home_y.zip
10,12,NONE,1000.0,100,0.0513849258422851,0.226,145.1345,1.1709,0.5203,0.0446,0.1368,0.0981,0.1039,0.1985,0.0704,0.1039,0.3228,ExKMC,home_y.zip
10,12,NONE,1000.0,20,0.058060884475708,0.226,145.1345,1.1709,0.5203,0.0446,0.1368,0.0981,0.1039,0.1985,0.0704,0.1039,0.3228,ExKMC,home_y.zip
