,2
0,-1.4654345671063596
1,-1.4654345671063596
2,-1.4654345671063596
3,-1.4654345671063596
4,-1.4654345671063596
5,-1.4654345671063596
6,-1.4654345671063596
7,-1.4654345671063596
8,-1.4654345671063596
9,-1.4654345671063596
10,-1.4654345671063596
11,-1.4654345671063596
12,-1.4654345671063596
13,-1.4654345671063596
14,-1.4654345671063596
15,-1.4654345671063596
16,-1.4654345671063596
17,-1.4654345671063596
18,-1.4654345671063596
19,-1.4654345671063596
20,-1.4654345671063596
21,-1.4654345671063596
22,-1.4654345671063596
23,-1.4654345671063596
24,-1.4654345671063596
25,-1.4654345671063596
26,-1.4654345671063596
27,-1.4654345671063596
28,-1.4654345671063596
29,-1.4654345671063596
30,-1.4654345671063596
31,-1.4654345671063596
32,-1.4654345671063596
33,-1.4654345671063596
34,-1.4654345671063596
35,-1.4654345671063596
36,-1.4654345671063596
37,-1.4654345671063596
38,-1.4654345671063596
39,-1.4654345671063596
40,-1.4654345671063596
41,-1.4654345671063596
42,-1.4654345671063596
43,-1.4654345671063596
44,-1.4654345671063596
45,-1.4654345671063596
46,-1.4654345671063596
47,-1.4654345671063596
48,-1.4654345671063596
49,-1.4654345671063596
50,-1.4654345671063596
51,-1.4654345671063596
52,-1.4654345671063596
53,-1.4654345671063596
54,-1.4654345671063596
55,-1.4654345671063596
56,-1.4654345671063596
57,-1.4654345671063596
58,-1.4654345671063596
59,-1.4654345671063596
60,-1.4654345671063596
61,-1.4654345671063596
62,-1.4654345671063596
63,-1.4654345671063596
64,-1.4654345671063596
65,-1.4654345671063596
66,-1.4654345671063596
67,-1.4654345671063596
68,-1.4654345671063596
69,-1.4654345671063596
70,-1.4654345671063596
71,-1.4654345671063596
72,-1.4654345671063596
73,-1.4654345671063596
74,-1.4654345671063596
75,-1.4654345671063596
76,-1.4654345671063596
77,-1.4654345671063596
78,-0.8790001027240902
79,-1.4654345671063596
80,-1.4654345671063596
81,-1.4654345671063596
82,-1.4654345671063596
83,-1.4654345671063596
84,-1.4654345671063596
85,-1.4654345671063596
86,-1.4654345671063596
87,-1.4654345671063596
88,-1.4654345671063596
89,-1.4654345671063596
90,-1.4654345671063596
91,-1.4654345671063596
92,-1.4654345671063596
93,-1.4654345671063596
94,-1.4654345671063596
95,-1.4654345671063596
96,-1.4654345671063596
97,-1.4654345671063596
98,-1.4654345671063596
99,-1.4654345671063596
100,-1.4654345671063596
101,-1.4654345671063596
102,-1.4654345671063596
103,-1.4654345671063596
104,-1.4654345671063596
105,-1.4654345671063596
106,-1.4654345671063596
107,-1.4654345671063596
108,-1.4654345671063596
109,-1.4654345671063596
110,-1.4654345671063596
111,-1.4654345671063596
112,-1.4654345671063596
113,-1.4654345671063596
114,-1.4654345671063596
115,-1.4654345671063596
116,-1.4654345671063596
117,-1.4654345671063596
118,-1.4654345671063596
119,-1.4654345671063596
120,-1.4654345671063596
121,-1.4654345671063596
122,-1.4654345671063596
123,-1.4654345671063596
124,-1.4654345671063596
125,-1.4654345671063596
126,-1.4654345671063596
127,-1.4654345671063596
128,-1.4654345671063596
129,-1.4654345671063596
130,-1.4654345671063596
131,-0.8790001027240902
132,-1.4654345671063596
133,-1.4654345671063596
134,-1.4654345671063596
135,-1.4654345671063596
136,-0.8790001027240902
137,-1.4654345671063596
138,-1.4654345671063596
139,-1.4654345671063596
140,-1.4654345671063596
141,-1.4654345671063596
142,-1.4654345671063596
143,-1.4654345671063596
144,-1.4654345671063596
145,-1.4654345671063596
146,-1.4654345671063596
147,-1.4654345671063596
148,-1.4654345671063596
149,-0.8790001027240902
150,-0.8790001027240902
151,-0.8790001027240902
152,-0.8790001027240902
153,-0.8790001027240902
154,-0.8790001027240902
155,-0.8790001027240902
156,-0.8790001027240902
157,-0.8790001027240902
158,-0.8790001027240902
159,-0.8790001027240902
160,-0.8790001027240902
161,-0.8790001027240902
162,-0.8790001027240902
163,-0.8790001027240902
164,-0.8790001027240902
165,-0.8790001027240902
166,-0.8790001027240902
167,-0.8790001027240902
168,-0.8790001027240902
169,-0.8790001027240902
170,-0.8790001027240902
171,-0.8790001027240902
172,-0.8790001027240902
173,-0.8790001027240902
174,-0.8790001027240902
175,-0.8790001027240902
176,-0.8790001027240902
177,-0.8790001027240902
178,-0.8790001027240902
179,-0.8790001027240902
180,-0.8790001027240902
181,-0.8790001027240902
182,-0.8790001027240902
183,-0.8790001027240902
184,-0.8790001027240902
185,-0.8790001027240902
186,-0.8790001027240902
187,-0.8790001027240902
188,-0.8790001027240902
189,-0.8790001027240902
190,-0.8790001027240902
191,-0.8790001027240902
192,-0.8790001027240902
193,-0.8790001027240902
194,-0.8790001027240902
195,-0.8790001027240902
