age,fnlwgt,education_num,capital_gain,hours_per_week,type
0.019622214465719587,-0.02266682665296009,-0.6804701299798234,0.7259759621742103,0.09497625081786346,0
0.29660983710603156,-0.7873675839242192,-0.3574115512127665,0.4020679359368602,-0.05170348410337357,0
-0.08348673863479655,-0.06936558175918726,0.47982722041426007,-0.8224141973144533,-0.2856905793765048,0
0.636831734926044,-0.02134493726551096,0.2565296387289059,-0.7214248465751475,-0.08791171845583644,0
-0.3930796661210188,-0.017952013486952294,0.7135191679414561,0.5749693357474295,-0.07393754948768877,1
-0.06519220459345432,-0.019919205854982795,0.5049881094609959,0.856510188783289,-0.08203967035389538,1
0.2619721232435897,-0.6788340336810734,-0.0961592393330792,-0.6773503369060737,-0.05004880761457625,1
0.8506305824334897,0.3195217807426981,0.1627310632007821,-0.3632237056067545,-0.12617679903499768,0
-0.19419322791303037,0.27057994500149984,-0.4766450432719413,0.532251501655393,0.6152993786000206,1
0.18984801480701954,-0.026839533765262113,-0.21768196866985537,0.8596199480353293,0.42060132686054524,0
-0.034897334981508196,0.9643142747437188,0.25857781141923614,-0.009438015142797407,-0.04391576992933681,0
-0.45440175225228147,-0.02558911172495497,-0.33175250648761373,0.819571274361934,-0.10539186681677667,0
-0.5908841372343321,-0.43725546320488823,-0.3308291021968591,0.5869570741851927,-0.07547909953024083,1
-0.4033123314930775,0.6473393402222258,0.1206924066272723,0.6235769211467667,-0.1219676525227386,0
0.1369867952359494,-0.046674550689537034,-0.8488166060558128,0.47075710442301893,-0.19223480998003403,0
-0.13560327355837345,0.1491788543895998,0.21307920801538707,-0.9541930245197204,-0.058909631408649646,0
-0.8420278729236086,-0.37241005391506715,-0.10433594358617183,-0.35522739405850495,-0.12339903706717874,0
-0.7336137239102305,-0.05386649585372593,-0.042556631644859025,-0.6386534910567063,-0.22185571026937734,0
-0.020374157738628502,0.37003723211413686,-0.7283214344390678,-0.5721401352789078,-0.06972011392275249,0
0.17253288730833324,0.19682041882936158,0.5167341103057196,0.811442622882105,-0.07772293448944781,1
0.037142916709751776,0.5659376004077347,0.012676135525157997,0.8218622424406005,-0.052122991296387186,0
0.48876024300141385,-0.715708753063223,0.46032982269929723,-0.1816311335726194,-0.06309509727898399,1
-0.11585964696531482,-0.015632746913219864,-0.4721083929841306,-0.8713784189793893,-0.0643853682131416,0
0.22699350546228034,-0.024827834631590683,-0.4829525341675419,-0.8391412243140961,-0.10225645457984983,0
0.8606309492865115,-0.020369580901945745,-0.4399270404431492,-0.2415064085422558,-0.08389459472474914,1
0.7364504280541364,-0.020432535962242412,0.14792341535219602,0.6544158201744116,-0.08415388279232822,0
-0.9463218484402967,-0.023354765022920568,-0.13417827507435284,-0.2768994340229683,-0.09618943835523427,0
0.5784617781444835,0.810799790742271,-0.04638729893543118,-0.01604850489638731,-0.07467485886345848,0
0.00841226157292874,0.8788311758105849,0.4612039736532913,-0.1152131470131963,-0.04002279001198368,0
0.8628741546435807,-0.04002526622042856,0.03839957769691173,-0.4745487078195124,-0.16484892371999132,0
-0.6876273740344662,0.563695831230411,0.005307481336946195,0.44907916329495035,-0.0878370085333372,0
-0.864517691285032,0.18310557033454297,0.45837760604061845,-0.01990158141375823,-0.09260350374236868,0
0.20999569670000592,-0.015811483764005898,0.8336412264568012,0.5064121817633022,-0.06512151765731793,0
-0.45259495886126255,-0.0254873642345073,-0.8848615476660817,-0.02255989016059683,-0.10497280741067215,0
-0.45704159520711013,-0.7745569530207357,0.43361934540906477,-0.011790330255397021,-0.05486126299363461,0
0.4674577283944872,-0.02398574521135832,0.33756017810479805,-0.8106799445625136,-0.09878820695254373,0
-0.9915388631416612,-0.027254363107496522,0.0540903374301436,-0.024123931860701876,-0.11225040703543218,0
-0.36955310461217067,-0.32185109281384217,0.8641403369489576,-0.10813344918242875,-0.03756344169128681,1
-0.4745946944831677,-0.1685573549345477,-0.8544633645764386,-0.026776711247043797,-0.12459398218775485,0
0.5510209069191895,-0.028273459345487063,0.5723360982485524,0.595355272411898,-0.11644767875561597,0
-0.15209065912407563,0.05678870542947276,0.8246469663056523,-0.5403763653176018,-0.03992792396144465,0
0.5776863020672168,-0.019362536758947377,-0.5243694283715772,0.6201457517157414,-0.07974696102263845,0
-0.6094429200564533,0.4415211704978243,-0.09069482370630971,0.646909944914952,-0.0831886730168829,0
0.6048007737054625,-0.02805427865420467,-0.713753213076715,-0.3326179421479138,-0.11554495643868945,1
-0.6587927841912525,-0.29136928143206453,0.6281179448349965,-0.2779257688231383,-0.09654596695682251,0
0.59776046662262,-0.0156841951751256,0.6212268532444984,0.5023353669007283,-0.06459726413297676,0
0.852008791915819,-0.15911707600124883,-0.34683295808764086,-0.33857963127447593,-0.11761593043961482,0
0.23571975587398183,-0.021023959652894438,-0.3453340089739361,0.9040137333973257,-0.08658973314569153,1
0.18904398501483474,-0.03777713103939164,-0.8907593628362402,0.3810181899726255,-0.15558970573178388,0
-0.619805648746552,0.18312108233078908,0.6828757420478846,0.31529563474771477,-0.12875174025795846,0
-0.5530214671998414,-0.0196777485282488,-0.8287993407008667,-0.017417565869918623,-0.08104519900629222,1
-0.8289687304091149,-0.4644129232573444,0.193512831221478,-0.2307758937035545,-0.0801670241024431,1
0.21452429138694556,0.5507142090061643,-0.4542763714068167,0.6646454361134231,-0.05072091322814456,1
0.43265053448891533,0.6095686752740511,0.30264872986044133,0.5864772021089524,-0.07541739090826945,0
0.322487314889395,0.8278705660120055,-0.3957803404833301,-0.21949159966970655,-0.07624708143740638,0
0.5578845163425692,-0.0610196511440716,0.78674273269847,-0.054010944983648806,-0.2513168497486595,0
0.19278806722967123,-0.012559099080599824,0.09030155230029187,-0.9756254724683947,-0.051726176034100235,0
